Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDQ45,9.5,Regular,0,Snack Foods,182.3608,OUT010,1998,,Tier 3,Grocery Store,1102.5648
FDO45,,Regular,0.037768989,Snack Foods,88.5856,OUT027,1985,Medium,Tier 3,Supermarket Type3,1845.5976
FDP27,8.155,Low Fat,0.119428052,Meat,190.853,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.789
NCE07,8.18,Low Fat,0.013183517,Household,143.1154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1843.6002
FDL26,,Low Fat,0.072838381,Canned,155.2972,OUT027,1985,Medium,Tier 3,Supermarket Type3,5141.3076
FDL09,19.6,Regular,0.128235131,Snack Foods,169.2816,OUT049,1999,Medium,Tier 1,Supermarket Type1,1174.4712
NCA17,20.6,Low Fat,0,Health and Hygiene,148.8392,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056
NCL29,9.695,Low Fat,0.114583922,Health and Hygiene,156.4604,OUT017,2007,,Tier 2,Supermarket Type1,2535.3664
FDS20,8.85,Low Fat,0.054171606,Fruits and Vegetables,183.9292,OUT017,2007,,Tier 2,Supermarket Type1,2918.8672
NCD19,8.93,LF,0,Household,53.2614,OUT049,1999,Medium,Tier 1,Supermarket Type1,552.614
FDF05,17.5,Low Fat,0.026912667,Frozen Foods,261.291,OUT049,1999,Medium,Tier 1,Supermarket Type1,3418.883
FDI44,16.1,Low Fat,0.100799828,Fruits and Vegetables,78.4328,OUT017,2007,,Tier 2,Supermarket Type1,1467.4232
NCY29,13.65,Low Fat,0.077390746,Health and Hygiene,54.693,OUT045,2002,,Tier 2,Supermarket Type1,679.116
FDC60,5.425,Regular,0.191603334,Baking Goods,87.0514,OUT010,1998,,Tier 3,Grocery Store,88.5514
DRL49,13.15,Low Fat,0.056543464,Soft Drinks,140.5812,OUT045,2002,,Tier 2,Supermarket Type1,427.4436
FDT39,6.26,Regular,0.009923732,Meat,152.8366,OUT017,2007,,Tier 2,Supermarket Type1,3778.415
FDE50,19.7,Regular,0.016238512,Canned,186.4556,OUT045,2002,,Tier 2,Supermarket Type1,5069.4012
FDK25,,Regular,0.156072361,Breakfast,169.3474,OUT027,1985,Medium,Tier 3,Supermarket Type3,3874.2902
DRK13,11.8,Low Fat,0.115636723,Soft Drinks,199.7084,OUT018,2009,Medium,Tier 3,Supermarket Type2,3571.3512
DRD24,13.85,Low Fat,0.030920531,Soft Drinks,141.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1701.7848
FDX60,14.35,Low Fat,0.080594133,Baking Goods,80.996,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.712
FDT40,,Low Fat,0.167725251,Frozen Foods,128.3678,OUT019,1985,Small,Tier 1,Grocery Store,127.1678
FDJ20,20.7,Regular,0.100378096,Fruits and Vegetables,122.4388,OUT045,2002,,Tier 2,Supermarket Type1,1238.388
FDI58,7.64,Regular,0.070847865,Snack Foods,91.712,OUT045,2002,,Tier 2,Supermarket Type1,2050.664
FDX04,19.6,Regular,0.04163619,Frozen Foods,47.3376,OUT049,1999,Medium,Tier 1,Supermarket Type1,1150.5024
FDK55,18.5,Low Fat,0.025756826,Meat,87.2172,OUT035,2004,Small,Tier 2,Supermarket Type1,802.9548
NCH06,12.3,Low Fat,0.076987408,Household,247.946,OUT017,2007,,Tier 2,Supermarket Type1,3202.498
NCG54,12.1,Low Fat,0.079968115,Household,170.8106,OUT045,2002,,Tier 2,Supermarket Type1,4619.9862
FDN46,7.21,Regular,0.14460413,Snack Foods,102.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.1972
FDS46,17.6,Regular,0.047524635,Snack Foods,118.2782,OUT017,2007,,Tier 2,Supermarket Type1,715.0692
FDM24,6.135,Regular,0.079776075,Baking Goods,152.8366,OUT017,2007,,Tier 2,Supermarket Type1,1964.7758
NCC07,19.6,Low Fat,0.023988387,Household,104.5964,OUT049,1999,Medium,Tier 1,Supermarket Type1,1262.3568
DRG51,12.1,Low Fat,0.011563024,Dairy,164.9526,OUT045,2002,,Tier 2,Supermarket Type1,2302.3364
NCS53,14.5,Low Fat,0.089703476,Health and Hygiene,158.3604,OUT013,1987,High,Tier 3,Supermarket Type1,1109.2228
FDC33,8.96,Regular,0.06893834,Fruits and Vegetables,196.4768,OUT046,1997,Small,Tier 1,Supermarket Type1,2561.9984
FDD14,20.7,Low Fat,0.169667145,Canned,183.5266,OUT013,1987,High,Tier 3,Supermarket Type1,4426.2384
FDJ52,7.145,Low Fat,0.017814518,Frozen Foods,159.8578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2246.4092
FDV33,9.6,Regular,0.027399064,Snack Foods,258.3304,OUT045,2002,,Tier 2,Supermarket Type1,4133.2864
FDY33,14.5,Regular,0.097398254,Snack Foods,157.4262,OUT045,2002,,Tier 2,Supermarket Type1,3978.155
FDE28,,Regular,0.232072674,Frozen Foods,229.4668,OUT019,1985,Small,Tier 1,Grocery Store,460.7336
FDA57,18.85,Low Fat,0.039723999,Snack Foods,41.048,OUT045,2002,,Tier 2,Supermarket Type1,918.804
DRC27,13.8,Low Fat,0.05843112,Dairy,243.6802,OUT017,2007,,Tier 2,Supermarket Type1,1965.4416
FDA27,20.35,Regular,0.030990354,Dairy,256.3672,OUT045,2002,,Tier 2,Supermarket Type1,1022.6688
FDO57,20.75,Low Fat,0.108689606,Snack Foods,159.3578,OUT035,2004,Small,Tier 2,Supermarket Type1,4492.8184
FDZ44,8.185,Low Fat,0.038721734,Fruits and Vegetables,115.8808,OUT035,2004,Small,Tier 2,Supermarket Type1,1523.3504
FDA58,9.395,Low Fat,0.103664897,Snack Foods,233.6932,OUT013,1987,High,Tier 3,Supermarket Type1,1414.1592
DRB01,7.39,Low Fat,0.082367244,Soft Drinks,187.753,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.024
FDX45,16.75,low fat,0.105282932,Snack Foods,156.963,OUT018,2009,Medium,Tier 3,Supermarket Type2,2816.334
FDY12,9.8,Regular,0.141406394,Baking Goods,50.0008,OUT017,2007,,Tier 2,Supermarket Type1,506.008
NCZ29,15,Low Fat,0.071516201,Health and Hygiene,127.7362,OUT045,2002,,Tier 2,Supermarket Type1,1761.7068
FDF09,6.215,Low Fat,0.012198395,Fruits and Vegetables,37.4848,OUT018,2009,Medium,Tier 3,Supermarket Type2,186.424
FDR48,11.65,Low Fat,0.132248069,Baking Goods,150.5024,OUT017,2007,,Tier 2,Supermarket Type1,3187.8504
NCH29,5.51,Low Fat,0.034445116,Health and Hygiene,95.8726,OUT013,1987,High,Tier 3,Supermarket Type1,2153.1972
FDN08,7.72,Regular,0.088543868,Fruits and Vegetables,117.5466,OUT045,2002,,Tier 2,Supermarket Type1,824.9262
NCN30,16.35,Low Fat,0.016979063,Household,97.441,OUT013,1987,High,Tier 3,Supermarket Type1,772.328
FDS12,,LF,0.304859104,Baking Goods,125.4362,OUT019,1985,Small,Tier 1,Grocery Store,755.0172
FDN58,13.8,Regular,0.056825065,Snack Foods,230.9984,OUT013,1987,High,Tier 3,Supermarket Type1,4633.968
FDF50,4.905,Low Fat,0.1175683,Canned,197.6768,OUT045,2002,,Tier 2,Supermarket Type1,2956.152
NCR54,16.35,Low Fat,0.090562192,Household,198.211,OUT046,1997,Small,Tier 1,Supermarket Type1,1964.11
FDQ21,21.25,Low Fat,0.019423232,Snack Foods,120.8756,OUT046,1997,Small,Tier 1,Supermarket Type1,3150.5656
FDA13,15.85,Low Fat,0.078489577,Canned,39.9506,OUT013,1987,High,Tier 3,Supermarket Type1,645.1602
FDY47,8.6,reg,0.054706408,Breads,128.931,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141
NCF31,9.13,Low Fat,0.051804278,Household,150.2024,OUT013,1987,High,Tier 3,Supermarket Type1,1821.6288
FDL44,,Low Fat,0.012215675,Fruits and Vegetables,162.7894,OUT027,1985,Medium,Tier 3,Supermarket Type3,5500.8396
FDT51,,Regular,0.019117392,Meat,110.6544,OUT019,1985,Small,Tier 1,Grocery Store,223.7088
NCF31,,Low Fat,0.090778148,Household,153.1024,OUT019,1985,Small,Tier 1,Grocery Store,303.6048
NCK31,10.895,Low Fat,0.027047774,Others,50.6666,OUT046,1997,Small,Tier 1,Supermarket Type1,666.4658
DRM47,9.3,Low Fat,0.043874493,Hard Drinks,191.0846,OUT045,2002,,Tier 2,Supermarket Type1,1337.5922
FDL40,17.7,Low Fat,0.011603492,Frozen Foods,97.741,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492
FDT34,9.3,LF,0.291826616,Snack Foods,107.1964,OUT010,1998,,Tier 3,Grocery Store,420.7856
FDP40,4.555,Regular,0.034350673,Frozen Foods,112.7544,OUT035,2004,Small,Tier 2,Supermarket Type1,1789.6704
NCJ31,19.2,Low Fat,0.183686937,Others,241.8196,OUT017,2007,,Tier 2,Supermarket Type1,1687.1372
FDT50,,reg,0.107714834,Dairy,97.8752,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.2544
FDG21,17.35,Regular,0.146299902,Seafood,150.405,OUT046,1997,Small,Tier 1,Supermarket Type1,3894.93
FDM03,12.65,Low Fat,0.123531974,Meat,108.2938,OUT018,2009,Medium,Tier 3,Supermarket Type2,535.969
FDO11,8,Regular,0.030311951,Breads,247.4092,OUT049,1999,Medium,Tier 1,Supermarket Type1,6972.2576
FDX26,17.7,Low Fat,0.087986599,Dairy,181.4292,OUT045,2002,,Tier 2,Supermarket Type1,2918.8672
FDF39,14.85,Regular,0.019590769,Dairy,261.591,OUT018,2009,Medium,Tier 3,Supermarket Type2,2366.919
NCR53,12.15,Low Fat,0.242768664,Health and Hygiene,226.5404,OUT010,1998,,Tier 3,Grocery Store,225.0404
FDL57,15.1,Regular,0.067064128,Snack Foods,257.9304,OUT035,2004,Small,Tier 2,Supermarket Type1,6458.26
FDO44,12.6,Low Fat,0.087630566,Fruits and Vegetables,110.0228,OUT045,2002,,Tier 2,Supermarket Type1,3205.1612
NCY41,16.75,Low Fat,0.075721301,Health and Hygiene,34.3532,OUT035,2004,Small,Tier 2,Supermarket Type1,1042.6428
FDL08,10.8,Low Fat,0.049719026,Fruits and Vegetables,246.7144,OUT046,1997,Small,Tier 1,Supermarket Type1,5145.3024
NCV30,20.2,Low Fat,0.065932087,Household,64.851,OUT046,1997,Small,Tier 1,Supermarket Type1,948.765
FDL45,,Low Fat,0.037505332,Snack Foods,126.2704,OUT027,1985,Medium,Tier 3,Supermarket Type3,4255.7936
FDK09,15.2,Low Fat,0.092282353,Snack Foods,227.2352,OUT017,2007,,Tier 2,Supermarket Type1,4122.6336
FDQ58,7.315,Low Fat,0.01532563,Snack Foods,153.434,OUT049,1999,Medium,Tier 1,Supermarket Type1,459.402
FDA28,16.1,Regular,0.047996608,Frozen Foods,127.0362,OUT018,2009,Medium,Tier 3,Supermarket Type2,1384.1982
FDA02,,Regular,0.052040539,Dairy,143.1786,OUT019,1985,Small,Tier 1,Grocery Store,288.9572
NCC54,17.75,Low Fat,0.097629611,Health and Hygiene,240.4196,OUT013,1987,High,Tier 3,Supermarket Type1,4579.3724
FDA55,17.2,reg,0.057221177,Fruits and Vegetables,225.4088,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968
NCJ43,6.635,Low Fat,0.045308629,Household,173.1396,OUT010,1998,,Tier 3,Grocery Store,348.8792
NCB19,,Low Fat,0.158096128,Household,86.3882,OUT019,1985,Small,Tier 1,Grocery Store,85.8882
FDA19,7.52,Low Fat,0.055127499,Fruits and Vegetables,128.2994,OUT046,1997,Small,Tier 1,Supermarket Type1,3983.4814
FDD35,12.15,LF,0.025842905,Starchy Foods,119.844,OUT013,1987,High,Tier 3,Supermarket Type1,599.22
FDK08,9.195,Regular,0.122802943,Fruits and Vegetables,100.1016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1113.2176
FDN27,,Low Fat,0.039370913,Meat,116.9808,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664
NCC19,,Low Fat,0.096411426,Household,192.982,OUT027,1985,Medium,Tier 3,Supermarket Type3,4633.968
FDL16,12.85,Low Fat,0.16871476,Frozen Foods,47.306,OUT049,1999,Medium,Tier 1,Supermarket Type1,1071.938
NCL54,,Low Fat,0.082353076,Household,176.9054,OUT027,1985,Medium,Tier 3,Supermarket Type3,4202.5296
FDR33,7.31,Low Fat,0.026830586,Snack Foods,108.057,OUT049,1999,Medium,Tier 1,Supermarket Type1,2087.283
FDD52,18.25,Regular,0.183260221,Dairy,108.557,OUT035,2004,Small,Tier 2,Supermarket Type1,1208.427
FDV33,9.6,Regular,0.027386122,Snack Foods,259.2304,OUT049,1999,Medium,Tier 1,Supermarket Type1,4649.9472
FDF21,10.3,Regular,0,Fruits and Vegetables,191.153,OUT035,2004,Small,Tier 2,Supermarket Type1,1707.777
FDM56,16.7,Low Fat,0,Fruits and Vegetables,109.1912,OUT018,2009,Medium,Tier 3,Supermarket Type2,545.956
FDB12,11.15,Regular,0.105287746,Baking Goods,103.2648,OUT035,2004,Small,Tier 2,Supermarket Type1,2388.8904
FDI48,11.85,Regular,0,Baking Goods,51.2666,OUT035,2004,Small,Tier 2,Supermarket Type1,410.1328
FDH09,12.6,Low Fat,0.05616476,Seafood,51.8982,OUT049,1999,Medium,Tier 1,Supermarket Type1,473.3838
FDQ36,7.855,Regular,0,Baking Goods,38.3848,OUT046,1997,Small,Tier 1,Supermarket Type1,932.12
FDY16,18.35,Regular,0.092150005,Frozen Foods,184.8266,OUT013,1987,High,Tier 3,Supermarket Type1,3872.9586
NCM43,,Low Fat,0.01938106,Others,164.321,OUT027,1985,Medium,Tier 3,Supermarket Type3,5546.114
FDF59,12.5,LF,0.071534226,Starchy Foods,124.902,OUT018,2009,Medium,Tier 3,Supermarket Type2,1771.028
NCR38,17.25,Low Fat,0.113497001,Household,253.4724,OUT035,2004,Small,Tier 2,Supermarket Type1,755.0172
FDY13,12.1,Low Fat,0.030121709,Canned,78.067,OUT035,2004,Small,Tier 2,Supermarket Type1,2220.443
FDC40,16,Regular,0.065051586,Dairy,76.1986,OUT035,2004,Small,Tier 2,Supermarket Type1,1090.5804
FDT11,5.94,Regular,0.029538509,Breads,189.4556,OUT017,2007,,Tier 2,Supermarket Type1,1877.556
FDT59,13.65,Low Fat,0.015976249,Breads,230.2668,OUT018,2009,Medium,Tier 3,Supermarket Type2,2994.7684
NCU54,8.88,Low Fat,0.098622378,Household,208.427,OUT046,1997,Small,Tier 1,Supermarket Type1,5452.902
FDG34,11.5,Regular,0.062885197,Snack Foods,106.7254,OUT010,1998,,Tier 3,Grocery Store,542.627
FDQ36,7.855,Regular,0.162461219,Baking Goods,39.2848,OUT017,2007,,Tier 2,Supermarket Type1,857.5504
DRZ11,8.85,Regular,0.112840108,Soft Drinks,122.0388,OUT049,1999,Medium,Tier 1,Supermarket Type1,1238.388
DRH23,,Low Fat,0.298205272,Hard Drinks,55.7614,OUT019,1985,Small,Tier 1,Grocery Store,110.5228
FDT55,13.6,Regular,0.043902087,Fruits and Vegetables,157.0946,OUT017,2007,,Tier 2,Supermarket Type1,5522.811
NCV53,8.27,Low Fat,0.018797945,Health and Hygiene,241.288,OUT013,1987,High,Tier 3,Supermarket Type1,5512.824
FDQ33,,Low Fat,0,Snack Foods,151.6708,OUT027,1985,Medium,Tier 3,Supermarket Type3,4815.0656
NCJ54,9.895,Low Fat,0.060017128,Household,230.8642,OUT013,1987,High,Tier 3,Supermarket Type1,4414.9198
FDY16,,reg,0.16147714,Frozen Foods,186.2266,OUT019,1985,Small,Tier 1,Grocery Store,1106.5596
NCN07,18.5,Low Fat,0.033944698,Others,129.9284,OUT046,1997,Small,Tier 1,Supermarket Type1,1054.6272
FDO01,21.1,Regular,0.020803054,Breakfast,129.7994,OUT018,2009,Medium,Tier 3,Supermarket Type2,1284.994
FDP32,6.65,Low Fat,0.08816538,Fruits and Vegetables,126.8678,OUT017,2007,,Tier 2,Supermarket Type1,1780.3492
NCN07,18.5,Low Fat,0.034082974,Others,130.9284,OUT018,2009,Medium,Tier 3,Supermarket Type2,1977.426
DRN47,,Low Fat,0.016745264,Hard Drinks,180.766,OUT027,1985,Medium,Tier 3,Supermarket Type3,3056.022
NCM18,13,LF,0.083009876,Household,61.1194,OUT045,2002,,Tier 2,Supermarket Type1,2352.9372
FDD40,,Regular,0.014721719,Dairy,193.6162,OUT027,1985,Medium,Tier 3,Supermarket Type3,5195.2374
FDW47,15,Low Fat,0.046375227,Breads,122.8414,OUT046,1997,Small,Tier 1,Supermarket Type1,731.0484
FDI45,13.1,Low Fat,0.037639672,Fruits and Vegetables,175.6054,OUT049,1999,Medium,Tier 1,Supermarket Type1,1050.6324
FDJ46,11.1,Low Fat,0.04500603,Snack Foods,174.0054,OUT018,2009,Medium,Tier 3,Supermarket Type2,2101.2648
FDD38,16.75,Regular,0.013711274,Canned,100.2674,OUT010,1998,,Tier 3,Grocery Store,203.7348
FDS37,7.655,Low Fat,0.032009653,Canned,117.2492,OUT045,2002,,Tier 2,Supermarket Type1,2432.8332
FDY60,10.5,Regular,0.026424424,Baking Goods,145.2128,OUT045,2002,,Tier 2,Supermarket Type1,3739.1328
FDP13,8.1,Regular,0.134870732,Canned,41.948,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74
FDM28,15.7,Low Fat,0.045295529,Frozen Foods,181.366,OUT045,2002,,Tier 2,Supermarket Type1,1977.426
FDY33,14.5,Regular,0.097750937,Snack Foods,159.7262,OUT017,2007,,Tier 2,Supermarket Type1,5728.5432
NCM54,17.7,Low Fat,0.05089667,Household,125.5678,OUT013,1987,High,Tier 3,Supermarket Type1,1398.8458
FDK04,7.36,Low Fat,0.052312034,Frozen Foods,58.5588,OUT046,1997,Small,Tier 1,Supermarket Type1,801.6232
NCI42,18.75,Low Fat,0.010363586,Household,207.1954,OUT035,2004,Small,Tier 2,Supermarket Type1,1667.1632
FDF45,18.2,Regular,0.012254429,Fruits and Vegetables,59.9904,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944
FDN56,5.46,Regular,0.107223632,Fruits and Vegetables,144.8786,OUT049,1999,Medium,Tier 1,Supermarket Type1,3323.0078
FDR56,15.5,Regular,0.101335811,Fruits and Vegetables,196.5768,OUT017,2007,,Tier 2,Supermarket Type1,3350.3056
FDX40,12.85,Low Fat,0.098993139,Frozen Foods,39.3164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296
FDB34,15.25,Low Fat,0.026760329,Snack Foods,86.0198,OUT017,2007,,Tier 2,Supermarket Type1,2006.0554
FDY47,8.6,Regular,0.054594957,Breads,130.531,OUT045,2002,,Tier 2,Supermarket Type1,1298.31
DRB01,7.39,Low Fat,0.082170947,Soft Drinks,190.953,OUT013,1987,High,Tier 3,Supermarket Type1,2466.789
FDR51,9.035,Regular,0.173821519,Meat,151.4708,OUT045,2002,,Tier 2,Supermarket Type1,2407.5328
FDR48,11.65,LF,0.131708682,Baking Goods,152.3024,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.024
FDZ25,15.7,Regular,0.027594064,Canned,171.179,OUT013,1987,High,Tier 3,Supermarket Type1,1867.569
FDJ04,18,Low Fat,0.12470444,Frozen Foods,120.3124,OUT045,2002,,Tier 2,Supermarket Type1,2725.7852
NCG07,,Low Fat,0.052247806,Household,190.853,OUT027,1985,Medium,Tier 3,Supermarket Type3,4554.072
FDB52,17.75,Low Fat,0.030559583,Dairy,257.4672,OUT018,2009,Medium,Tier 3,Supermarket Type2,3835.008
FDH14,17.1,Regular,0.046903482,Canned,142.0838,OUT045,2002,,Tier 2,Supermarket Type1,2528.7084
NCY17,18.2,Low Fat,0.163096139,Health and Hygiene,43.0086,OUT046,1997,Small,Tier 1,Supermarket Type1,758.3462
FDX31,20.35,Regular,0,Fruits and Vegetables,234.4958,OUT045,2002,,Tier 2,Supermarket Type1,1402.1748
FDN12,15.6,Low Fat,0.081103929,Baking Goods,112.3544,OUT046,1997,Small,Tier 1,Supermarket Type1,1006.6896
FDG56,13.3,reg,0.071743629,Fruits and Vegetables,59.7536,OUT018,2009,Medium,Tier 3,Supermarket Type2,918.804
FDP23,6.71,Low Fat,0.035731825,Breads,218.3166,OUT018,2009,Medium,Tier 3,Supermarket Type2,5660.6316
FDC47,15,Low Fat,0.119131749,Snack Foods,226.9694,OUT045,2002,,Tier 2,Supermarket Type1,6851.082
FDW25,,Low Fat,0.037217847,Canned,86.8224,OUT027,1985,Medium,Tier 3,Supermarket Type3,1448.7808
NCR42,9.105,Low Fat,0.038559926,Household,33.89,OUT045,2002,,Tier 2,Supermarket Type1,99.87
DRO59,11.8,Low Fat,0.054238448,Hard Drinks,75.4012,OUT049,1999,Medium,Tier 1,Supermarket Type1,986.7156
FDT60,12,Low Fat,0.075856062,Baking Goods,124.5388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.7432
FDE32,20.7,Low Fat,0.048957533,Fruits and Vegetables,37.8506,OUT018,2009,Medium,Tier 3,Supermarket Type2,265.6542
FDF21,10.3,Regular,0.059160135,Fruits and Vegetables,191.553,OUT017,2007,,Tier 2,Supermarket Type1,6641.355
FDX04,19.6,Regular,0.041536962,Frozen Foods,46.0376,OUT013,1987,High,Tier 3,Supermarket Type1,527.3136
FDC22,6.89,Regular,0,Snack Foods,193.482,OUT049,1999,Medium,Tier 1,Supermarket Type1,2510.066
FDD39,16.7,Low Fat,0.070297175,Dairy,216.385,OUT045,2002,,Tier 2,Supermarket Type1,3678.545
DRC36,13,Regular,0.044984874,Soft Drinks,175.0054,OUT046,1997,Small,Tier 1,Supermarket Type1,1926.1594
DRE01,10.1,Low Fat,0.167155198,Soft Drinks,241.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,5331.7264
FDP37,15.6,Low Fat,0.142986863,Breakfast,130.3994,OUT013,1987,High,Tier 3,Supermarket Type1,2826.9868
DRI01,7.97,Low Fat,0,Soft Drinks,173.7422,OUT045,2002,,Tier 2,Supermarket Type1,2759.0752
NCE19,,Low Fat,0.162856593,Household,54.5956,OUT019,1985,Small,Tier 1,Grocery Store,218.3824
NCS30,5.945,Low Fat,0,Household,128.9652,OUT017,2007,,Tier 2,Supermarket Type1,1808.3128
FDX31,20.35,Regular,0.014885998,Fruits and Vegetables,234.4958,OUT018,2009,Medium,Tier 3,Supermarket Type2,3271.7412
FDH47,13.5,Regular,0.128816212,Starchy Foods,96.4068,OUT046,1997,Small,Tier 1,Supermarket Type1,2527.3768
FDY11,6.71,reg,0.029680868,Baking Goods,65.0142,OUT018,2009,Medium,Tier 3,Supermarket Type2,856.8846
FDU23,12.15,Low Fat,0.036360676,Breads,166.0184,OUT010,1998,,Tier 3,Grocery Store,330.2368
FDO19,17.7,Regular,0.016582833,Fruits and Vegetables,50.5034,OUT013,1987,High,Tier 3,Supermarket Type1,1458.102
FDP08,20.5,Regular,0.112316501,Fruits and Vegetables,193.9478,OUT013,1987,High,Tier 3,Supermarket Type1,4456.1994
FDX19,19.1,Low Fat,0.096653315,Fruits and Vegetables,235.1958,OUT013,1987,High,Tier 3,Supermarket Type1,4673.916
FDJ28,12.3,Low Fat,0.021984639,Frozen Foods,191.2162,OUT017,2007,,Tier 2,Supermarket Type1,1924.162
FDE29,8.905,Low Fat,0.143351652,Frozen Foods,62.0878,OUT049,1999,Medium,Tier 1,Supermarket Type1,302.939
FDC14,14.5,Regular,0.041482394,Canned,40.0454,OUT017,2007,,Tier 2,Supermarket Type1,209.727
FDV44,8.365,Regular,0.040069806,Fruits and Vegetables,190.7188,OUT017,2007,,Tier 2,Supermarket Type1,1904.188
NCF43,8.51,Low Fat,0.052239735,Household,141.947,OUT017,2007,,Tier 2,Supermarket Type1,2004.058
NCY42,6.38,Low Fat,0.015149955,Household,144.047,OUT013,1987,High,Tier 3,Supermarket Type1,3149.234
NCZ06,,Low Fat,0.09370568,Household,253.8698,OUT027,1985,Medium,Tier 3,Supermarket Type3,3297.7074
FDB29,16.7,Regular,0.052401766,Frozen Foods,115.1176,OUT035,2004,Small,Tier 2,Supermarket Type1,1488.7288
FDL28,10,Regular,0.063121982,Frozen Foods,231.7668,OUT013,1987,High,Tier 3,Supermarket Type1,460.7336
FDF57,14.5,Regular,0.058946687,Fruits and Vegetables,168.6448,OUT045,2002,,Tier 2,Supermarket Type1,2897.5616
FDE44,14.65,Low Fat,0.171245426,Fruits and Vegetables,50.3692,OUT013,1987,High,Tier 3,Supermarket Type1,591.2304
FDU33,,Regular,0.134057426,Snack Foods,45.3402,OUT027,1985,Medium,Tier 3,Supermarket Type3,918.804
FDA08,11.85,Regular,0.050368454,Fruits and Vegetables,163.8526,OUT017,2007,,Tier 2,Supermarket Type1,1808.9786
NCC06,19,Low Fat,0.026986367,Household,127.1336,OUT046,1997,Small,Tier 1,Supermarket Type1,2812.3392
FDO32,6.36,Low Fat,0.120543611,Fruits and Vegetables,45.806,OUT046,1997,Small,Tier 1,Supermarket Type1,1165.15
FDU39,18.85,LF,0.036037952,Meat,58.4562,OUT046,1997,Small,Tier 1,Supermarket Type1,711.0744
NCK18,9.6,Low Fat,0.006725388,Household,165.9184,OUT018,2009,Medium,Tier 3,Supermarket Type2,2972.1312
FDI26,5.94,Low Fat,0.034940979,Canned,177.3344,OUT049,1999,Medium,Tier 1,Supermarket Type1,1605.9096
DRE37,13.5,Low Fat,0.094219593,Soft Drinks,189.9872,OUT046,1997,Small,Tier 1,Supermarket Type1,1323.6104
NCN26,10.85,LF,0.048004263,Household,117.5808,OUT010,1998,,Tier 3,Grocery Store,351.5424
FDS16,15.15,Regular,0.066164431,Frozen Foods,147.376,OUT035,2004,Small,Tier 2,Supermarket Type1,2197.14
FDE40,15.6,Regular,0,Dairy,62.4194,OUT018,2009,Medium,Tier 3,Supermarket Type2,804.9522
FDP03,5.15,Regular,0,Meat,122.9388,OUT017,2007,,Tier 2,Supermarket Type1,2105.2596
FDA27,20.35,Regular,0.030975716,Dairy,253.9672,OUT049,1999,Medium,Tier 1,Supermarket Type1,3068.0064
FDJ12,8.895,Regular,0.039101813,Baking Goods,208.8296,OUT049,1999,Medium,Tier 1,Supermarket Type1,5400.9696
FDT03,21.25,Low Fat,0.010039493,Meat,181.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5648
FDF50,4.905,Low Fat,0.117308165,Canned,195.7768,OUT035,2004,Small,Tier 2,Supermarket Type1,2956.152
FDC51,10.895,Regular,0.009641375,Dairy,124.173,OUT045,2002,,Tier 2,Supermarket Type1,1601.249
NCL55,,Low Fat,0.113212516,Others,254.604,OUT019,1985,Small,Tier 1,Grocery Store,759.012
FDZ23,17.75,Regular,0.067490036,Baking Goods,185.224,OUT035,2004,Small,Tier 2,Supermarket Type1,6338.416
FDW24,6.8,Low Fat,0.037573095,Baking Goods,50.2034,OUT045,2002,,Tier 2,Supermarket Type1,1166.4816
FDH21,10.395,Low Fat,0.031219108,Seafood,156.9604,OUT035,2004,Small,Tier 2,Supermarket Type1,4595.3516
NCQ41,14.8,Low Fat,0.032606181,Health and Hygiene,193.5794,OUT010,1998,,Tier 3,Grocery Store,390.1588
FDH48,13.5,Low Fat,0,Baking Goods,84.554,OUT018,2009,Medium,Tier 3,Supermarket Type2,778.986
FDX11,16,Regular,0.106731895,Baking Goods,183.6634,OUT035,2004,Small,Tier 2,Supermarket Type1,2544.6876
FDK33,17.85,Low Fat,0.0112259,Snack Foods,211.956,OUT013,1987,High,Tier 3,Supermarket Type1,4474.176
FDV36,18.7,Low Fat,0.026355345,Baking Goods,127.102,OUT045,2002,,Tier 2,Supermarket Type1,3289.052
