ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
8568,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1
8590,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1
8593,3,1,2,2,3,2,2,1,1,1,2,2,2,2,2
8656,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1
8664,2,2,2,2,2,2,5,2,2,2,2,3,2,2,2
8993,2,1,1,1,4,2,1,1,2,1,4,1,2,2,2
9207,3,2,2,2,3,2,4,2,2,1,2,4,2,2,3
9352,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
9496,1,2,3,2,2,2,5,2,1,2,2,2,2,2,2
9538,2,2,3,2,2,2,2,1,2,1,2,2,2,1,1
9635,3,3,3,3,3,3,4,1,2,4,4,4,4,2,3
9653,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2
9769,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10119,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1
10149,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
10160,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2
10300,2,1,1,1,1,2,3,1,1,1,1,3,2,1,2
10404,2,2,1,1,1,2,2,2,2,2,3,2,2,2,2
10507,2,1,1,3,2,1,2,2,1,1,3,1,2,2,2
10620,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10682,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2
10820,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1
10855,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2
10857,4,2,2,3,4,3,5,3,3,3,4,4,4,3,3
10892,2,2,2,1,1,2,1,2,2,3,2,2,2,2,2
10894,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
11322,2,2,2,1,3,2,2,2,3,2,2,2,2,2,2
11343,3,2,2,2,3,2,2,2,3,3,4,2,2,3,2
11562,2,2,3,3,2,2,5,2,2,2,2,4,2,2,2
11594,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11629,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1
11647,4,2,2,2,3,4,2,3,4,4,2,2,2,2,4
11676,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11681,3,2,2,3,3,3,4,3,2,2,3,3,3,3,2
11969,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
12028,2,1,1,2,1,1,1,2,2,3,1,2,2,2,2
12197,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2
12407,1,1,1,1,2,1,5,2,1,1,3,3,1,2,3
12425,3,3,4,3,2,2,5,2,2,3,4,4,1,2,2
12552,3,2,2,2,2,2,3,3,2,2,4,3,2,2,3
12617,3,1,1,1,1,1,1,1,2,1,4,4,2,1,1
12619,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12715,3,2,2,2,2,3,4,2,3,2,3,4,2,3,3
12737,3,1,2,2,2,2,2,3,3,3,2,2,2,2,2
12747,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2
12755,2,2,2,1,2,2,2,3,3,3,2,2,2,3,2
13254,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
13333,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2
13427,2,2,2,2,2,1,2,2,2,2,4,2,2,2,2
13491,2,2,2,2,1,2,1,4,4,4,2,2,2,3,2
13497,2,2,3,2,2,2,1,1,3,2,2,3,2,1,2
13541,2,2,1,1,1,1,1,3,3,2,2,2,1,2,1
13594,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1
14060,3,4,2,2,3,1,2,4,3,1,2,3,2,4,3
14175,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
14270,3,1,2, ,4,2,2,2,3,3,3,2,2,3,2
14281,2,3,2,2,2,2,1,1,1,1,3,4,2,2,2
14477,3,3,2,3,3,2,4,2,3,2,2,3,2,2,3
14478,4,4,2,4,4,2,4,2,2,2,4,4,4,2,2
14521,2,3,2,1,1,2,1,1,3,3,3,2,2,2,2
14542,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2
15124,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2
15145,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1
15193,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2
15233,1,1,2,2,1,2,1,1,3,2,2,2,3,2,1
15238,3,1,1,1,1,3,2,2,3,2,3,4,2,2,2
15267,1,2,2,1,2,2,2,3,3,3,2,2,2,2,2
15322,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
15372,2,2,2,3,1,2,1,1,3,1,4,2,2,1,1
15375,2,2,2,2,1,2,2,2,1,1,2,3,2,1,1
15448,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
15690,4,3,3,2,4,4,4,4,3,4,4,3,3,4,3
16233,2,1,3,2,2,1,1,2,3,3,2,2,2,2,2
16240,2,2,2,2,3,2,4,2,2,2,3,3,2,2,3
16268,2,2,2,2,2,3,2,2,3,4,4,3,2,2,3
16781,1,3,4,1,1,1,5,1,1,1,3,3,1,1,1
16946,2,3,1,2,2,2,2,2,2,1,1,3,2,2,2
16976,3,4,1,1,1,2,1,2,1,2,3,4,2,1,2
17047,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2
17300,2,2,2,1,2,3,2,2,1,2,2,1,2,2,2
17306,2,2,2,1,2,2,1,2,2,1,2,1,2,1,1
17309,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1
17328,2,2,2,2,1,2,5,2,2,2,2,2,2,2,2
17432,1,2,2,1,1,2,1,1,2,2,2,4,2,2,2
17456,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2
17511,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2
17516,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2
17544,2,1,2,2,2,1,1,2,2,3,2,3,2,2,2
17930,2,1,1,1,1,2,1,2,2,2,3,3,1,1,2
18260,1,1,1,1,1,2,2,1,1,1,2,3,3,1,2
18496,4,4,3, ,1,2,1,3,2,4,2,2,2,3,2
18608,2,1,1,1,1,2,2,2,2,3,2,2,2,2,2
18635,2,2,2,3,2,2,2,1,1,1,2,2,2,2,2
18939,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
19084,2,3,2,2,2,2,4,1,2,2,2,3,2,2,2
19107,2,1,2, ,1,1,2,1,1,1,1,2,1,1,1
19223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19329,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3
19390,4,4,4,2,4,2,2,2,2,2,3,2,2,2,3
19702,4,3,4,2,2,4,5,3,3,4,4,4,3,3,3
19779,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2
19847,3,2,2,3,2,2,5,4,3,3,3,2,2,3,3
19859,2,1,2,2,2,3,2,2,3,3,2,2,2,2,2
19871,3,4,4,4,3,3,5,4,4,4,2,3,2,3,2
19881,2,1,2,1,1,2,5,1,1,1,3,3,1,1,1
19906,2,2,4,2,1,3,5,2,4,2,4,4,2,3,2
20048,3,2,3,3,3,3,3,2,2,2,4,4,2,2,3
20103,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
20238,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2
20249,4,2,3,1,2,4,5,4,1,1,4,4,2,4,2
20256,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2
20263,3,2,2,2,2,3,2,2,3,3,2,4,2,2,2
20266,3,2,3,2,2,3,5,2,1,1,3,4,2,2,3
20274,3,2,2,2,3,2,3,3,3,2,3,4,2,3,2
20296,2,1,3,2,2,2,5,2,3,2,2,2,2,2,2
20333,2,2,1,1,2,2,2,2,1,1,2,4,2,2,2
20391,3,4,2,2,2,3,2,2,4,2,2,2,2,2,2
20453,3,4,2,3,2,3,3,3,3,3,2,3,2,2,3
20472,2,2,2,2,2,2,2,2,2,2,3,4,2,2,1
20476,2,1,2,1,2,2,1,1,2,1,2,2,2,1,2
20603,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2
20613,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2
20614,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2
20619,3,2,2,2,2,2,3,2,2,2,3,4,3,2,3
20695,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2
20696,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2
20709,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1
20715,2,2,1,2,2,2,3,2,1,1,2,2,2,1,2
20736,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2
20741,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2
20768,3,2,2,2,3,2,5,4,4,4,4,4,4,4,2
20905,4,2,2,2,2,2,2,2,2,2,3,3,2,2,2
20928,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
20952,3,3,2,2,2,2,5,2,2,2,4,3,3,2,3
20953,2,2,1,2,2,2,3,2,2,2,2,3,3,2,2
20963,3,3,4,2,2,2,5,4,1,2,4,4,2,2,3
20968,2,2,4,2,1,2,5,2,2,2,3,2,2,2,2
21023,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1
21037,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2
21046,3,2,2,2,2,2,2,3,3,3,4,4,2,3,2
21060,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2
21082,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1
21107,4,2,2,2,2,2,5,4,1,2,3,3,2,2,2
21118,3,2,3,2,2,2,5,3,3,3,4,4,3,4,3
21168,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1
21202,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
21204,4,3,3,2,2,3,3,2,2,2,3,4,2,2,4
21233,2,2,2,1,2,2,4,2,2,2,3,3,2,2,2
21338,2,2,2,2,1,2,1,1,1,2,2,3,2,2,2
21339,3,2,4,2,2,2,4,2,2,1,3,3,1,3,3
21341,3,2,2,2,2,2,3,2,2,2,3,3,2,2,2
21363,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2
21373,3,3,3,2,2,2,5,3,3,3,2,2,2,3,2
21386,3,2,3,2,2,2,4,2,2,3,4,4,2,2,2
21440,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2
21456,2,2,1,1,1,2,2,2,1,1,1,2,2,2,3
21485,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2
21522,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
21527,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21530,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
21563,1,2,2,1,1,2,3,1,1,1,2,2,2,2,2
21604,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21758,3,2,2,2,2,2,2,2,4,2,4,2,2,2,3
22494,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1
22527,3,2,2,2,2,2,3,3,3,2,3,4,2,2,2
22549,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
22882,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2
22924,2,1,2,2,1,2,2,3,3,2,2,2,2,3,1
23295,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1
23676,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1
23681,4,1,1,1,2,2,5,4,4,4,4,4,2,3,3
23771,2,1,2,2,1,2,2,2,3,2,2,2,2,1,2
23782,4,2,2,2,2,2,2,4,4,1,2,3,2,2,2
23790,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23813,3,3,2,2,3,2,3,2,2,2,4,4,2,2,3
23875,2,1,1,2,1,2,1,1,1,2,2,1,1,1,2
24226,2,2,2,2,2,2,1,2,1,1,3,3,3,2,2
24777,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1
24781,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
25527,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2
25569,1,1,2,1,1,2,3,1,1,1,2,2,2,2,2
25574,3,2,2,2,2,2,2,2,2,2,2,4,2,2,1
25627,2,2,1,2,1,2,2,2,2,1,2,3,1,2,1
25645,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2
25657,2,1,1,1,1,4,1,2,3,2,4,4,2,1,2
25767,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2
26077,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
26146,3,2,2,3,2,2,4,2,3,4,3,2,2,2,3
26166,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1
26261,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
26361,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26379,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1
26485,3,2,2,2,2,3,3,4,4,3,4,3,3,4,3
26859,2,2,2,2,2,2,2,3,3,3,3,2,2,3,2
27259,1,1,1,1,2,2,1,2,3,3,1,3,2,1,1
27596,3,2,2,2,2,2,3,3,3,2,3,3,2,3,2
27652,2,2,3,2,1,2,5,1,1,1,4,4,1,1,2
27750,2,2,2,1,2,2,1,2,2,2,2,3,2,2,2
27761,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2
27846,3,2,2,2,1,1,1,1,2,1,2,2,2,2,2
27907,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
27918,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1
28286,2,2,4,2,2,2,5,1,1,1,3,3,2,2,2
28628,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2
28734,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
28761,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2
28781,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1
28786,2,2,2,1,2,2,5,2,2,2,2,3,2,2,2
28810,2,1,1,1,1,2,2,2,2,4,4,2,2,2,2
28984,3,3,3,2,1,2,2,2,2,2,3,3,2,2,2
29154,3,2,2,2,2,2,3,4,4,4,4,4,2,2,3
29177,3,2,2,2,3,3,4,3,3,3,2,3,3,2,3
29522,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1
29551,3,3,2,2,2,3,5,3,2,2,3,3,2,3,3
29968,2,2,2,2,1,2,2,1,3,2,2,2,2,1,2
30063,4,4,4,2,2,3,3,2,2,3,4,4,3,2,3
30174,4,2,3,2,2,2,5,3,3,2,3,3,2,3,2
30427,3,2,4,2,2,2,5,3,3,3,4,4,2,4,2
30918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31111,3,2,2,1,1,1,2,3,2,2,2,3,2,3,1
31377,4,2,2,2,2,3,2,4,4,2,2,3,2,4,2
32358,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1
32406,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
32552,3,3,2,2,1,3,3,1,1,1,2,3,2,1,3
32592,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
33180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33710,4,2,2,1,2,2,5,3,1,4,4,4,4,3,3
33722,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1
33849,4,2,2,2,3,3,5,4,4,4,4,3,3,3,3
33935,3,2,2,1,2,2,2,4,4,2,2,2,2,3,3
34139,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
34214,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2
34228,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1
34239,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1
34290,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
34793,2,2,2,2,1,1,2,2,2,2,3,3,2,2,1
35354,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
35715,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2
35817,4,2,2,3,3,3,2,3,2,3,3,4,2,3,3
35822,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2
36160,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
36353,3,2,2,2,2,3,3,2,2,2,2,3,2,2,3
37295,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2
37341,2,2,2,2,2,2,3,3,3,2,2,3,2,2,3
37356,2,2,2,2,2,3,2,3,3,3,3,2,3,2,2
37370,2,3,2,3,1,2,3,1,2,2,3,2,2,2,2
37920,2,4,2,3,2,4,4,2,2,3,3,2,2,2,3
38195,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1
38582,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1
38629,4,3,4,4,2,4,4,2,2,2,4,4,2,4,4
38709,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
38745,3,2,2,2,1,2,2,3,2,2,4,4,2,2,3
38758,2,2,3,2,2,2,4,2,2,2,3,4,2,2,2
38786,2,2,3,2,3,2,2,2,2,4,2,2,2,2,2
38795,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
38813,4,4,2,2,3,3,2,4,4,4,2,3,2,4,2
38837,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
38854,2,2,2,2,2,3,2,3,3,3,3,3,2,3,3
38933,2,3,3,3,1,2,2,2,1,1,1,3,2,2,2
38939,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1
38963,4,2,3,2,3,3,4,3,3,3,3,3,3,2,3
38968,4,4,4,2,3,3,5,4,1,1,4,4,2,4,4
38974,4,4,2,2,2,3,4,4,3,3,4,4,4,4,4
39041,3,2,4,2,1,2,5,1,1,1,3,4,1,1,2
39046,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2
39074,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
39078,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2
39165,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
39186,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2
12211,2,1,1,1,2,2,1,1,1,1,3,3,2,1,2
32435,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2
34189,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
210,3,1,1,1,2,2,2,1,1,1,4,2,2,1,2
244,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2
470,3,3,2,2,3,2,2,3,2,2,4,4,2,2,2
916,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
1104,2,2,1,4,1,3,2,2,2,1,2,2,2,2,2
1351,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1
3198,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3
3374,2,2,2,2,3,2,3,2,3,2,3,2,2,2,2
4154,3,2,2,2,3,4,4,2,2,2,3,2,2,3,3
5070,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5371,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2
5743,2,2,3,1,2,2,2,3,2,2,1,2,2,3,3
10772,2,2,1,1,2,4,2,2,2,1,2,2,2,2,3
11779,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
11789,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2
12373,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
12711,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
13733,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13821,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
13944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
18674,2,3,2,3,2,4,2,2,3,2,4,2,2,2,1
18681,2,2,2,2,2,2,2,2,4,2,4,4,3,2,3
19267,4,2,2,4,4,4,2,4,4,3,2,2,2,3,4
19666,2,2,2,3,1,2,2,1,2,2,2,3,2,2,2
20117,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2
20244,3,2,2,2,3,3,2,4,4,2,2,2,2,2,2
20290,2,2,2,2,1,2,2,1,2,2,2,3,2,2,2
21870,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2
22947,2,2,3,2,1,2,2,2,2,2,2,3,2,2,2
22963,3,2,2, ,2,2,2,2,1,1,4,4,2,2,2
23052,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3
26606,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2
31151,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2
32408,3,2,2,3,2,3,4,3,3,3,3,2,3,2,3
32690,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2
36171,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2
39201,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2
218,2,2,2,3,1,2,4,2,1,1,2,2,2,1,2
294,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2
342,2,3,2,2,2,1,4,1,1,1,1,1,1,1,1
379,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2
384,2,4,2, ,2,2,4,1,1,1,2,2,2,2,1
547,1,1,1,3,1,1,5,2,3,2,1,2,1,2,1
775,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2
813,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
900,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2
1259,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3
1287,2,2,2,2,2,2,5,2,3,2,2,2,3,3,2
1480,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1507,3,2,2,2,2,3,2,4,4,2,4,4,2,3,2
1515,3,3,2,3,2,3,3,2,2,3,2,2,2,2,3
1523,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
1638,2,2,2,2,3,2,3,2,2,2,3,4,2,2,2
1668,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2
1672,2,3,2,2,2,3,3,2,2,3,3,3,2,2,3
1698,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
1716,2,3,3,3,3,2,3,2,2,2,4,3,3,2,2
1919,3,3,2,3,3,2,4,4,4,4,2,2,2,3,2
1991,1,4,3,3,2,1,2,1,1,1,2,2,3,1,2
2004,2,3,3,3,4,2,2,2,2,2,3,4,3,2,2
2032,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3
2049,2,2,2,2,2,2,2,3,3,3,4,3,2,2,2
2106,1,3,2,3,2,2,2,1,1,1,2,2,2,1,2
2265,2,3,2,2,2,2,2,2,2,2,4,3,2,2,2
2351,2,2,2,1,1,1,3,2,2,2,2,2,2,2,2
2450,1,3,3,1,1,1,2,1,1,1,1,2,1,1,1
2456,3,2,3,1,2,3,3,2,1,1,4,4,2,1,2
2457,2,1,2,2,2,3,5,4,3,4,4,3,2,3,2
2565,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1
2677,4,2,2,2,3,4,4,4,4,4,4,4,4,4,3
2710,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
2841,2,2,2,2,3,3,2,2,2,2,2,3,2,2,4
2957,2,4,4,2,2,2,5,2,1,1,3,4,3,2,2
3044,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3054,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
3234,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4
3256,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3293,1,2,1,1,2,3,2,1,1,1,2,2,1,1,2
3299,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3
3410,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
3422,3,2,2,2,3,2,3,4,4,4,3,3,2,3,3
3430,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2
3439,2,2,2,2,2,2,2,2,2,2,4,4,2,1,2
3450,2,2,3,2,2,2,2,2,2,2,3,4,2,2,2
3465,1,3,2,2,2,1,2,1,1,2,1,1,2,1,2
3479,2,3,2,2,2,2,2,2,2,1,3,2,2,2,2
3485,3,2,3,2,2,2,2,4,4,4,2,2,2,3,3
3497,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2
3551,2,4,2,3,3,4,4,4,4,2,4,4,2,2,2
3585,2,3,2,3,3,2,2,2,3,2,4,4,2,2,2
3587,3,2,2,1,1,2,2,3,3,4,2,2,1,3,3
3589,2,2,2, ,2,2,2,3,3,3,2,3,3,2,2
3665,2,2,3,1,2,2,4,1,1,1,1,3,1,1,1
3713,3,2,3,3,3,3,4,1,2,2,2,2,2,2,2
3775,3,2,2,2,3,3,5,2,2,2,3,3,4,2,2
3796,1,1,1,1,2,1,5,1,1,1,1,2,1,1,1
3831,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
3890,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2
3935,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
3996,2,2,2,1,1,2,2,1,2,1,2,3,2,1,2
4044,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2
4073,3,1,2,1,1,2,5,4,4,3,2,1,1,2,4
4076,2,2,2,2,3,2,3,3,3,3,4,4,2,3,3
4082,4,2,3,2,2,2,4,4,4,4,2,4,2,4,3
4097,2,1,3,1,1,2,2,2,2,2,4,3,2,2,3
4209,4,4,4,4,3,3,5,3,3,2,4,3,3,2,3
4256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4303,2,3,2,3,2,1,3,1,1,3,2,3,2,1,2
4338,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4348,2,3,3,2,2,2,3,1,1,2,2,2,2,2,2
4353,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1
4367,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1
4405,2,2,2,2,2,3,2,3,3,3,2,2,2,3,2
4442,3,3,2,2,2,2,2,4,4,2,2,4,2,2,2
4457,2,2,2,2,1,2,3,2,2,3,2,2,2,2,2
4562,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1
4752,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2
5076,2,2,2,2,2,2,3,3,2,3,3,3,2,3,2
5089,2,3,3,2,2,2,2,2,1,2,3,3,2,2,2
5402,2,3,2,2,1,1,3,1,1,2,2,2,1,1,1
5562,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2
5770,2,1,1,1,1,2,3,1,1,1,2,2,2,1,2
5858,2,4,2,2,3,2,2,2,2,2,3,4,2,2,2
5923,4,3,4,4,2,3,4,4,4,4,3,4,2,3,2
6030,2,2,2,2,2,1,2,1,1,2,2,3,1,2,2
6132,2,2,3,3,1,2,2,2,2,2,3,2,2,2,2
6136,2,3,2,2,4,2,4,3,3,3,3,3,2,3,2
6213,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2
6241,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2
6550,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2
6704,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2
7190,3,4,4,4,4,3,2,4,4,3,4,4,4,2,4
7261,2,2,2,2,3,2,2,1,3,1,2,3,2,2,2
7435,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7459,2,1,1,1,1,2,1,1,1,3,2,2,1,1,2
7485,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2
7488,2,2,2,2,1,1,2,2,2,2,4,2,2,2,2
7653,2,2,3,2,2,2,5,2,2,2,3,2,2,2,2
7660,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2
7725,2,4,2,3,4,2,4,1,1,2,2,2,2,1,2
7756,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7780,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1
7804,4,3,4,2,4,2,3,3,2,1,4,4,4,2,2
7918,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2
8007,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2
8112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8127,2,1,1,1,1,1,1,1,2,1,2,4,2,1,2
8368,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
8447,2,4,2,2,2,2,2,1,4,2,3,3,2,2,3
