CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
809068983,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,35,3,1,3,3511,0,3511,0.758,5238,82,0.708,0
711052308,Existing Customer,45,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3,3,2751,2432,319,0.905,4453,75,0.923,0.884
718967433,Existing Customer,34,F,2,High School,Divorced,Less than $40K,Blue,36,3,6,3,2426,0,2426,0.888,4918,81,0.8,0
709827933,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,2,12230,1196,11034,0.62,3659,76,0.52,0.098
787568433,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,33,3,1,3,7328,936,6392,0.689,4518,79,0.795,0.128
720256158,Existing Customer,47,F,2,High School,Married,Unknown,Blue,40,5,1,3,2264,0,2264,0.67,4279,75,0.531,0
715435758,Existing Customer,42,M,2,Graduate,Single,$80K - $120K,Blue,36,3,1,3,3046,1231,1815,0.692,4711,77,0.878,0.404
719505483,Existing Customer,51,F,0,Uneducated,Married,Unknown,Blue,36,6,3,2,5881,0,5881,0.71,4431,89,0.816,0
721247883,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,41,4,2,3,16207,922,15285,0.635,3621,83,0.886,0.057
772220433,Existing Customer,44,M,3,College,Unknown,$60K - $80K,Blue,33,6,3,2,15468,1187,14281,0.93,4484,81,0.841,0.077
789692283,Existing Customer,47,F,5,College,Single,Less than $40K,Blue,34,4,3,2,5950,0,5950,0.44,4655,66,0.784,0
815091333,Existing Customer,48,F,3,Unknown,Married,Less than $40K,Blue,43,3,1,2,3119,2196,923,0.81,4705,77,1.2,0.704
778732158,Existing Customer,50,F,3,Uneducated,Unknown,Unknown,Blue,30,4,1,3,1507,0,1507,0.648,4037,83,0.729,0
715129233,Existing Customer,51,F,4,High School,Single,Less than $40K,Blue,36,6,3,3,2902,1634,1268,0.588,4748,74,0.51,0.563
714083208,Existing Customer,47,F,3,College,Married,Less than $40K,Blue,38,5,2,2,1585,1304,281,0.727,4656,80,0.6,0.823
716559108,Existing Customer,47,F,1,High School,Single,Less than $40K,Blue,36,6,2,3,2899,2418,481,0.575,4296,68,0.838,0.834
715102308,Existing Customer,50,F,2,Unknown,Married,$40K - $60K,Blue,36,5,1,2,2295,1277,1018,0.308,2245,47,0.679,0.556
768814983,Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,33,3,1,3,3251,1937,1314,0.685,4284,85,0.809,0.596
788744058,Existing Customer,48,F,2,High School,Married,Unknown,Blue,27,3,1,2,4009,1361,2648,0.886,4506,80,0.86,0.339
782802033,Attrited Customer,45,F,4,Unknown,Married,Less than $40K,Blue,39,3,2,2,3411,1472,1939,0.585,2108,55,0.618,0.432
708499608,Existing Customer,49,M,5,Post-Graduate,Single,$40K - $60K,Silver,36,6,1,2,15525,1299,14226,0.452,4042,78,0.95,0.084
794947683,Existing Customer,35,F,4,Graduate,Single,Less than $40K,Blue,29,6,3,0,2118,1189,929,1.158,4541,60,0.818,0.561
716442333,Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,25,6,2,2,2275,1468,807,0.757,4977,88,0.692,0.645
772189308,Existing Customer,59,F,1,College,Single,Less than $40K,Blue,48,5,2,0,2601,1888,713,0.773,4899,62,0.771,0.726
721529583,Existing Customer,52,M,3,High School,Single,$80K - $120K,Blue,41,6,3,3,4642,2413,2229,0.797,3532,72,0.674,0.52
713578608,Existing Customer,58,M,0,Doctorate,Single,Less than $40K,Blue,46,6,4,3,1438.3,0,1438.3,0.808,4082,82,0.822,0
718976283,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,1858,1071,787,0.611,4388,66,0.535,0.576
711505308,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,52,5,3,3,2636,1619,1017,0.565,4727,83,0.627,0.614
711131958,Existing Customer,50,F,3,Doctorate,Single,$40K - $60K,Blue,42,4,3,3,3743,881,2862,0.77,4621,71,0.821,0.235
714687858,Existing Customer,49,F,1,Graduate,Single,Less than $40K,Blue,41,6,1,3,1438.3,0,1438.3,0.53,4538,82,1.05,0
780289308,Attrited Customer,61,F,0,High School,Married,Less than $40K,Blue,47,1,3,4,4130,0,4130,0.814,2418,57,0.781,0
708504783,Existing Customer,47,M,3,Uneducated,Unknown,$40K - $60K,Blue,36,3,3,3,10960,1333,9627,0.678,3480,62,0.632,0.122
778857108,Existing Customer,52,F,3,Post-Graduate,Married,$40K - $60K,Blue,33,3,2,0,3900,0,3900,1.092,4337,81,0.8,0
756598833,Existing Customer,38,M,1,Uneducated,Married,Less than $40K,Blue,31,6,3,3,6236,1204,5032,0.817,5389,84,0.826,0.193
718748133,Existing Customer,34,F,3,Graduate,Single,Unknown,Blue,23,5,1,0,2591,0,2591,0.61,3876,67,0.763,0
714503433,Attrited Customer,57,F,2,Doctorate,Married,Less than $40K,Blue,36,1,3,3,1615,950,665,0.507,2212,43,0.387,0.588
710869008,Existing Customer,47,F,3,Graduate,Single,Unknown,Blue,36,5,1,2,8332,0,8332,0.92,5108,78,1,0
779643858,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,38,5,5,2,2033,1037,996,1.064,4100,82,0.708,0.51
715250583,Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue,48,3,2,3,8082,1138,6944,0.723,4277,59,0.788,0.141
714396558,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,51,6,2,3,1511,0,1511,0.678,4683,87,0.706,0
752766783,Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue,36,5,2,2,11536,2074,9462,0.549,4106,81,0.723,0.18
715532208,Existing Customer,65,F,1,High School,Single,Less than $40K,Blue,55,3,3,2,4010,1504,2506,0.766,3807,61,0.564,0.375
719130558,Existing Customer,55,F,2,Uneducated,Married,Less than $40K,Blue,44,5,2,3,1669,1000,669,0.717,4085,69,0.971,0.599
806232408,Existing Customer,54,F,3,Graduate,Married,Unknown,Blue,49,5,1,2,11905,0,11905,0.881,4022,65,1.167,0
715497558,Attrited Customer,44,F,1,College,Married,Less than $40K,Blue,36,6,3,3,3052,0,3052,0.868,2598,47,0.469,0
716303583,Existing Customer,55,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,1,2,2712,1617,1095,0.715,4858,73,0.738,0.596
713522058,Existing Customer,39,F,0,College,Married,Less than $40K,Blue,30,3,2,3,1978,871,1107,0.636,4299,59,0.844,0.44
719074308,Existing Customer,37,F,3,College,Married,Less than $40K,Blue,27,4,2,0,1438.3,687,751.3,0.778,4621,73,1.147,0.478
711881733,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,46,3,3,3,1606,0,1606,0.855,4548,76,0.652,0
710310108,Existing Customer,46,F,1,Doctorate,Married,Less than $40K,Blue,29,3,3,2,2406,1705,701,0.624,4665,89,0.816,0.709
715814433,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,36,6,2,3,5877,1160,4717,0.446,3565,83,0.729,0.197
717252483,Attrited Customer,57,F,2,Graduate,Married,Less than $40K,Blue,41,3,3,3,2796,0,2796,0.729,2196,35,0.75,0
770874483,Existing Customer,54,F,1,Post-Graduate,Married,Unknown,Blue,40,4,1,2,2876,1267,1609,0.617,4302,74,0.51,0.441
719742108,Attrited Customer,38,F,1,High School,Single,Less than $40K,Blue,26,5,2,4,3554,0,3554,0.782,2372,44,0.63,0
711064008,Existing Customer,48,F,2,Unknown,Single,Less than $40K,Blue,36,4,3,2,9505,2390,7115,0.727,3616,68,0.619,0.251
717208833,Attrited Customer,34,F,3,High School,Single,Less than $40K,Blue,21,2,2,2,1576,0,1576,0.789,2703,56,1,0
709022883,Existing Customer,44,F,4,College,Married,Less than $40K,Blue,36,6,3,2,1438.3,0,1438.3,0.651,4257,89,0.648,0
713653983,Existing Customer,39,M,3,Uneducated,Single,$60K - $80K,Blue,26,4,2,1,2973,1136,1837,0.729,4342,87,0.776,0.382
713463708,Attrited Customer,40,F,4,Graduate,Single,Less than $40K,Blue,25,4,2,3,1438.3,0,1438.3,0.628,2493,42,0.5,0
789143283,Existing Customer,41,F,1,Uneducated,Single,Unknown,Blue,30,4,2,3,5647,1175,4472,0.802,4868,76,0.81,0.208
778550583,Existing Customer,43,F,1,High School,Unknown,$40K - $60K,Blue,35,6,3,2,1766,0,1766,0.779,4808,87,0.673,0
711181608,Existing Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,40,3,2,3,1606,0,1606,0.824,4129,68,0.744,0
711790308,Attrited Customer,54,F,0,High School,Unknown,Less than $40K,Blue,34,4,3,3,2223,632,1591,0.665,2538,49,0.581,0.284
779791908,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,36,6,3,3,2896,0,2896,0.961,4970,85,0.889,0
789515283,Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,43,6,1,3,2157,1494,663,0.765,4784,69,0.605,0.693
712046808,Attrited Customer,49,F,3,Doctorate,Divorced,Unknown,Blue,42,1,3,3,3802,1558,2244,0.489,2003,43,0.593,0.41
712169883,Existing Customer,43,M,1,College,Married,$60K - $80K,Blue,36,3,3,2,13840,1079,12761,0.947,4190,74,0.805,0.078
712637283,Existing Customer,36,F,2,Unknown,Unknown,Less than $40K,Blue,28,6,1,2,2169,1602,567,0.668,5182,78,0.814,0.739
715555833,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,34,6,3,0,4862,0,4862,0.695,4167,86,0.593,0
708712833,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,36,4,1,2,2289,1037,1252,0.504,4483,72,0.5,0.453
717841683,Existing Customer,49,M,3,Unknown,Married,$60K - $80K,Blue,36,6,1,3,22651,1085,21566,0.81,3915,72,0.674,0.048
708689958,Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,36,4,3,2,2406,1744,662,0.694,4748,88,0.692,0.725
708888633,Attrited Customer,52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3,3,3022,895,2127,0.95,2724,38,0.9,0.296
721012983,Existing Customer,46,M,3,Doctorate,Married,$80K - $120K,Blue,38,6,1,2,12935,1417,11518,0.738,3528,61,0.743,0.11
812406183,Attrited Customer,45,F,4,Unknown,Single,Less than $40K,Blue,40,5,4,3,1438.3,0,1438.3,0.605,2207,41,0.64,0
714595983,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,41,4,3,3,1438.3,522,916.3,0.383,2030,37,0.37,0.363
715725858,Existing Customer,43,F,3,Post-Graduate,Single,Less than $40K,Blue,26,6,2,2,2256,1346,910,0.911,4893,76,0.81,0.597
720270633,Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,1,1516,0,1516,0.737,2709,54,0.385,0
720269283,Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,33,3,2,2,2485,1651,834,1.1,4351,86,0.83,0.664
710142258,Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,36,5,2,2,1820,909,911,0.737,4665,67,0.763,0.499
708525108,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,47,4,3,3,2156,1134,1022,0.669,4120,77,0.711,0.526
709621008,Existing Customer,48,M,5,Post-Graduate,Single,$60K - $80K,Blue,30,6,3,2,5826,1482,4344,0.729,4135,76,0.767,0.254
717181833,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Silver,30,5,2,2,10190,891,9299,0.678,3768,59,0.967,0.087
711288558,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,28,5,2,2,2035,1174,861,0.876,4670,77,0.638,0.577
718653333,Attrited Customer,45,F,2,College,Single,Less than $40K,Blue,33,1,3,3,1833,0,1833,0.549,2037,31,0.292,0
766628733,Existing Customer,56,M,3,Uneducated,Single,$60K - $80K,Blue,49,3,3,3,1623,0,1623,1.058,4965,74,0.805,0
711724083,Attrited Customer,27,F,0,Unknown,Single,Less than $40K,Blue,16,6,1,3,1835,1647,188,0.513,1903,44,0.63,0.898
719690733,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,40,4,2,2,4490,1989,2501,0.604,4346,70,0.795,0.443
770783508,Existing Customer,48,M,3,Graduate,Divorced,$60K - $80K,Blue,34,6,3,2,11062,0,11062,0.761,4084,72,0.8,0
713422083,Attrited Customer,30,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,1574,0,1574,0.582,2560,59,0.788,0
718026858,Existing Customer,52,F,2,College,Single,Less than $40K,Blue,36,3,2,2,2370,1490,880,0.63,4751,80,0.86,0.629
716028108,Existing Customer,35,F,2,College,Single,Less than $40K,Blue,18,6,2,0,2658,0,2658,0.891,4667,83,0.93,0
712222758,Attrited Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,2300,0,2300,0.703,2500,47,0.119,0
718436133,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,36,5,2,3,2368,1244,1124,0.935,4289,71,0.868,0.525
719313633,Existing Customer,53,F,0,High School,Married,$40K - $60K,Blue,36,6,2,3,2883,1936,947,0.861,4244,53,0.656,0.672
814586958,Existing Customer,43,F,2,College,Divorced,Unknown,Blue,38,4,3,2,3264,2042,1222,0.752,4624,75,0.705,0.626
804344733,Existing Customer,46,F,3,Unknown,Single,Less than $40K,Blue,41,3,2,2,1937,916,1021,0.807,4303,89,0.78,0.473
717166383,Existing Customer,40,F,4,Unknown,Married,$40K - $60K,Blue,30,5,2,2,2166,1465,701,0.857,5097,82,0.673,0.676
713060283,Existing Customer,43,F,5,Graduate,Married,$40K - $60K,Blue,34,5,1,3,7135,1164,5971,1.127,3746,81,1.189,0.163
713070033,Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,43,5,3,2,1438.3,787,651.3,0.737,4830,79,0.756,0.547
793625583,Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,42,6,1,1,3743,2090,1653,0.969,4674,67,0.718,0.558
713918358,Existing Customer,31,F,0,Uneducated,Divorced,Unknown,Blue,36,6,3,1,5190,1682,3508,0.888,4900,81,0.8,0.324
714308283,Existing Customer,41,M,2,Doctorate,Married,$40K - $60K,Blue,32,5,3,3,6059,1171,4888,0.678,4119,70,0.667,0.193
714086133,Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2577,1450,1127,0.747,4576,83,0.766,0.563
718872858,Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,36,5,1,3,3761,2121,1640,0.694,4476,79,0.927,0.564
718148358,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,36,2,3,3,1572,0,1572,0.74,2447,41,0.577,0
709665783,Existing Customer,39,F,1,Unknown,Married,$40K - $60K,Blue,36,3,1,1,1637,0,1637,0.889,4800,70,0.795,0
708483708,Existing Customer,51,M,2,Unknown,Married,$120K +,Blue,36,5,3,2,28600,0,28600,0.506,4336,66,0.61,0
715347783,Existing Customer,40,M,4,High School,Married,Less than $40K,Blue,35,3,3,1,4402,1524,2878,0.628,3063,57,0.9,0.346
709054083,Existing Customer,50,F,1,Graduate,Unknown,Less than $40K,Blue,32,6,1,3,2652,1911,741,0.831,4816,79,0.881,0.721
807915408,Existing Customer,41,F,2,College,Married,$40K - $60K,Blue,36,6,2,3,6602,0,6602,0.743,4479,82,0.822,0
794507133,Attrited Customer,37,F,2,Doctorate,Single,$40K - $60K,Blue,18,4,1,3,1900,0,1900,0.776,2880,46,0.353,0
712569408,Existing Customer,56,F,4,Doctorate,Single,$40K - $60K,Blue,44,4,2,3,3455,1385,2070,0.773,4925,82,0.745,0.401
788805108,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,30,5,3,3,18123,1775,16348,0.593,4259,80,0.86,0.098
710150208,Existing Customer,44,F,4,Post-Graduate,Divorced,Less than $40K,Blue,26,4,1,3,2295,1250,1045,0.912,3834,69,0.643,0.545
711825558,Existing Customer,38,M,3,Graduate,Married,$80K - $120K,Blue,19,5,2,2,1518,1115,403,0.705,3595,65,0.857,0.735
712891833,Existing Customer,45,F,2,Graduate,Unknown,Less than $40K,Blue,36,3,1,1,2723,1902,821,0.723,3875,84,0.75,0.698
719680908,Existing Customer,47,F,0,College,Married,Less than $40K,Blue,27,3,1,3,1776,691,1085,0.878,4878,84,0.826,0.389
801053208,Existing Customer,39,F,3,High School,Married,Less than $40K,Blue,33,3,3,1,1968,1270,698,0.975,4199,84,0.826,0.645
758642733,Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,41,5,1,1,1860,1054,806,0.963,5163,73,0.973,0.567
771201408,Existing Customer,53,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,2684,2126,558,0.69,5299,75,0.875,0.792
789523683,Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,43,3,1,3,2180,1865,315,0.748,4348,77,0.51,0.856
767266758,Attrited Customer,41,F,2,High School,Single,Less than $40K,Blue,34,1,3,4,1661,0,1661,0.786,2473,49,0.75,0
713732883,Existing Customer,38,F,0,Uneducated,Single,Less than $40K,Blue,36,4,1,2,1679,0,1679,0.658,4771,81,0.761,0
720739083,Attrited Customer,36,F,2,Post-Graduate,Married,Less than $40K,Blue,25,5,2,3,1691,0,1691,0.865,2716,63,0.703,0
718010133,Existing Customer,46,F,2,Post-Graduate,Single,Less than $40K,Blue,35,4,2,3,2888,1641,1247,0.976,3703,61,1.179,0.568
771518658,Existing Customer,58,F,1,High School,Married,$40K - $60K,Blue,46,5,3,1,1871,1339,532,0.79,4553,90,0.731,0.716
710508858,Existing Customer,44,F,2,High School,Unknown,Less than $40K,Blue,34,5,1,3,3226,2517,709,0.818,4317,81,0.884,0.78
772590408,Existing Customer,41,M,5,Unknown,Married,$80K - $120K,Blue,31,3,3,1,12114,1379,10735,0.676,3964,90,0.837,0.114
719334408,Existing Customer,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36,6,3,1,4959,1483,3476,0.902,4286,71,0.614,0.299
717500133,Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,Blue,36,3,2,3,10374,599,9775,0.635,4240,63,0.853,0.058
720988083,Existing Customer,45,F,1,Uneducated,Married,Less than $40K,Blue,35,3,3,2,1438.3,1080,358.3,0.802,4425,79,0.717,0.751
713594883,Attrited Customer,44,F,2,Uneducated,Single,Unknown,Blue,32,5,3,3,1486,849,637,0.621,2380,43,0.87,0.571
719848908,Existing Customer,41,F,3,Graduate,Married,Unknown,Blue,33,3,3,3,2542,0,2542,0.587,4087,73,0.78,0
714962658,Attrited Customer,35,M,2,Unknown,Single,Less than $40K,Blue,36,5,3,3,1931,0,1931,0.862,2482,40,0.6,0
717429258,Attrited Customer,48,F,3,Doctorate,Single,Less than $40K,Blue,39,3,3,4,1644,500,1144,0.784,2450,45,0.406,0.304
717022533,Existing Customer,43,F,2,Post-Graduate,Single,$40K - $60K,Blue,36,4,1,3,2283,0,2283,0.899,4088,66,0.886,0
710853033,Existing Customer,36,F,1,Doctorate,Unknown,Less than $40K,Blue,36,3,2,2,4943,1204,3739,0.417,4024,82,0.783,0.244
709548783,Attrited Customer,44,M,2,Doctorate,Unknown,$40K - $60K,Blue,36,5,3,4,1438.3,0,1438.3,0.602,2100,54,0.588,0
780055308,Existing Customer,43,F,3,College,Single,Less than $40K,Blue,28,3,1,3,1438.3,0,1438.3,0.83,4482,54,0.636,0
714252933,Existing Customer,52,F,2,College,Divorced,Less than $40K,Blue,45,4,2,3,1438.3,0,1438.3,0.744,4737,80,0.818,0
713336883,Attrited Customer,61,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760,0,1760,0.457,2285,46,0.643,0
713119308,Existing Customer,50,F,3,Unknown,Single,Less than $40K,Blue,39,4,4,3,1852,0,1852,0.801,4339,82,0.783,0
710815608,Existing Customer,43,M,2,High School,Married,$60K - $80K,Blue,25,3,2,3,2049,1530,519,1.344,4521,70,0.628,0.747
809626983,Attrited Customer,48,F,3,High School,Married,Less than $40K,Blue,43,3,3,3,1670,0,1670,0.707,2790,37,0.321,0
803398983,Existing Customer,35,F,3,Unknown,Divorced,Less than $40K,Blue,29,4,2,3,1511,864,647,0.712,4823,64,0.829,0.572
717568308,Existing Customer,39,M,1,Unknown,Single,$80K - $120K,Blue,36,4,2,1,6018,0,6018,0.703,4355,78,0.857,0
711694083,Existing Customer,59,F,0,Post-Graduate,Single,Less than $40K,Blue,48,4,2,2,3030,1251,1779,0.694,4724,71,0.775,0.413
712258308,Existing Customer,58,F,4,High School,Single,Less than $40K,Blue,39,3,1,3,2755,1483,1272,0.806,4394,75,0.63,0.538
713884458,Existing Customer,51,M,4,High School,Single,$80K - $120K,Blue,37,6,2,2,8783,2142,6641,0.662,4425,83,0.766,0.244
716160708,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,36,4,3,1,1861,1677,184,0.742,5225,94,0.679,0.901
772728933,Attrited Customer,50,M,2,High School,Married,$120K +,Blue,40,6,4,3,13709,813,12896,0.65,2511,40,0.6,0.059
815320383,Attrited Customer,46,F,3,Unknown,Unknown,Less than $40K,Blue,41,5,3,2,4710,0,4710,0.717,2690,43,0.955,0
712117983,Existing Customer,49,M,4,Graduate,Married,$80K - $120K,Blue,39,6,3,2,17285,1853,15432,0.882,4787,60,0.714,0.107
788694558,Existing Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,40,5,2,3,1438.3,661,777.3,0.573,4463,87,0.812,0.46
709275558,Existing Customer,54,M,2,Graduate,Single,$60K - $80K,Blue,44,6,3,2,7866,0,7866,0.76,4238,55,0.719,0
711216933,Existing Customer,42,F,1,High School,Married,Less than $40K,Blue,36,4,3,1,2190,1299,891,0.938,5026,77,0.711,0.593
717069033,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,30,4,1,3,4829,1153,3676,0.534,4778,65,0.97,0.239
714992733,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,36,5,1,1,3210,2081,1129,0.615,3962,62,0.938,0.648
809445858,Existing Customer,38,F,0,Graduate,Single,Less than $40K,Blue,32,6,3,3,1755,750,1005,0.659,5000,79,0.837,0.427
708859158,Existing Customer,47,F,4,Graduate,Single,$40K - $60K,Blue,37,4,1,1,1438.3,703,735.3,0.865,4341,80,0.951,0.489
710040483,Existing Customer,37,M,3,Uneducated,Unknown,$60K - $80K,Blue,26,6,2,1,14485,2124,12361,0.527,3895,87,0.776,0.147
714667608,Existing Customer,47,M,5,Post-Graduate,Married,$40K - $60K,Blue,36,4,3,2,6043,0,6043,0.627,4256,78,0.529,0
714475908,Attrited Customer,43,M,2,Uneducated,Single,$60K - $80K,Blue,35,5,3,2,6348,0,6348,0.4,1732,39,0.393,0
713656308,Existing Customer,56,F,0,High School,Married,Less than $40K,Blue,48,3,3,1,1438.3,0,1438.3,0.618,4210,75,0.5,0
716790633,Attrited Customer,43,M,3,Graduate,Married,$60K - $80K,Blue,36,4,2,3,17239,0,17239,0.393,1789,38,0.357,0
716127333,Attrited Customer,45,F,3,Graduate,Married,Unknown,Blue,36,5,2,3,18432,484,17948,0.557,2300,45,0.552,0.026
713017758,Existing Customer,47,F,1,Uneducated,Single,Less than $40K,Blue,32,6,2,2,1636,1135,501,0.754,5056,85,0.809,0.694
717893358,Existing Customer,43,F,3,Graduate,Married,Unknown,Blue,33,6,1,3,7951,1456,6495,0.882,4452,65,0.512,0.183
780032208,Attrited Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,34,5,3,3,14201,0,14201,0.574,2223,47,0.679,0
720219633,Existing Customer,52,F,0,Graduate,Unknown,$40K - $60K,Blue,42,4,3,2,2723,1544,1179,0.794,4108,70,1.258,0.567
711676008,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,44,5,2,2,2019,991,1028,0.799,3603,59,0.967,0.491
714192033,Existing Customer,43,F,3,High School,Single,Unknown,Blue,25,5,1,2,10305,1870,8435,0.722,4018,63,0.8,0.181
713442933,Existing Customer,49,M,3,Unknown,Married,$40K - $60K,Blue,32,4,3,3,3114,2208,906,0.824,5219,86,0.686,0.709
789052308,Attrited Customer,40,M,3,Graduate,Unknown,$40K - $60K,Blue,28,6,2,2,4323,0,4323,0.817,2451,38,0.727,0
714948858,Attrited Customer,50,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,3647,2517,1130,0.842,2935,58,0.933,0.69
711772983,Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,35,5,2,2,1849,1293,556,0.835,4678,71,0.972,0.699
802937058,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,47,3,3,1,2540,1859,681,0.768,4480,80,0.702,0.732
712493058,Existing Customer,42,F,5,High School,Single,Unknown,Blue,31,6,3,2,4972,0,4972,0.719,4524,72,0.756,0
718808883,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Silver,47,3,3,1,13565,0,13565,0.56,3705,69,0.917,0
719685408,Attrited Customer,40,M,2,Uneducated,Married,$60K - $80K,Blue,29,3,2,2,6332,318,6014,0.783,2505,43,0.536,0.05
708829758,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,36,4,3,2,6062,761,5301,0.307,3877,66,0.375,0.126
710792733,Existing Customer,47,F,3,Post-Graduate,Married,Less than $40K,Blue,29,4,2,2,2897,638,2259,1.041,4491,75,0.786,0.22
716838633,Existing Customer,46,M,4,High School,Single,$60K - $80K,Blue,36,4,5,0,13407,1341,12066,0.928,4869,84,0.615,0.1
714041283,Existing Customer,50,F,2,Graduate,Single,Unknown,Blue,40,5,2,2,6610,1663,4947,0.813,4735,83,0.766,0.252
710284233,Attrited Customer,33,M,4,Uneducated,Married,$80K - $120K,Blue,36,5,3,4,1438.3,0,1438.3,0.98,2439,43,0.72,0
752944533,Existing Customer,45,F,5,High School,Married,Less than $40K,Blue,34,4,1,2,2030,1269,761,0.646,5067,88,0.725,0.625
713312208,Attrited Customer,53,M,1,High School,Married,$40K - $60K,Blue,43,1,2,3,3146,0,3146,0.414,1868,38,0.31,0
804045933,Existing Customer,36,M,0,Graduate,Married,$80K - $120K,Blue,30,5,3,2,5302,2414,2888,0.779,4284,74,0.682,0.455
716662683,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,45,6,2,3,3185,1820,1365,0.965,5069,81,1.025,0.571
713432508,Existing Customer,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36,4,3,2,4328,1749,2579,0.806,4593,72,1,0.404
799475658,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,45,3,3,3,2238,1300,938,1.071,4508,79,0.756,0.581
719849958,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,36,4,3,3,2658,1884,774,0.627,4779,83,0.93,0.709
715803933,Existing Customer,47,M,1,Post-Graduate,Single,$60K - $80K,Blue,36,4,2,2,9090,1371,7719,0.64,4422,65,0.585,0.151
779486433,Existing Customer,46,F,5,Unknown,Single,Less than $40K,Blue,28,3,2,3,2424,2169,255,0.613,4209,76,0.767,0.895
708281433,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,36,5,1,3,1438.3,0,1438.3,0.565,3848,75,0.705,0
779844408,Attrited Customer,43,F,1,Post-Graduate,Married,Less than $40K,Blue,27,4,3,3,1438.3,0,1438.3,0.481,2137,40,0.333,0
721306908,Existing Customer,61,F,1,Graduate,Single,Unknown,Blue,44,4,3,2,2303,540,1763,0.57,3440,46,0.704,0.234
