insert_date,origin,destination,start_date,end_date,train_type,price,train_class,fare
2019-04-25 15:03:39,MADRID,SEVILLA,2019-05-24 13:30:00,2019-05-24 16:05:00,ALVIA,,Turista,Flexible
2019-04-12 11:06:39,MADRID,SEVILLA,2019-05-30 13:00:00,2019-05-30 15:40:00,AVE,,Turista,Promo
2019-04-15 15:24:36,MADRID,BARCELONA,2019-05-14 10:30:00,2019-05-14 13:15:00,AVE,85.1,Turista,Promo
2019-04-20 14:33:38,SEVILLA,MADRID,2019-05-03 08:35:00,2019-05-03 15:26:00,LD-MD,34.35,Turista con enlace,Promo +
2019-04-15 08:33:01,MADRID,VALENCIA,2019-05-26 10:40:00,2019-05-26 12:20:00,AVE,39.45,Turista,Promo
2019-05-06 05:20:05,MADRID,SEVILLA,2019-05-22 16:30:00,2019-05-22 18:51:00,AVE,53.4,Turista,Promo
2019-04-23 00:12:34,MADRID,BARCELONA,2019-04-30 17:30:00,2019-04-30 20:40:00,AVE,107.7,Turista,Flexible
2019-04-18 01:43:28,MADRID,SEVILLA,2019-05-23 18:35:00,2019-05-23 21:08:00,ALVIA,,Turista,Flexible
2019-05-09 07:10:57,MADRID,BARCELONA,2019-06-11 13:25:00,2019-06-11 16:24:00,AVE-TGV,75.4,Turista,Promo
2019-04-19 03:18:53,VALENCIA,MADRID,2019-04-26 10:40:00,2019-04-26 12:32:00,AVE,57.75,Turista,Promo
2019-04-23 16:34:27,MADRID,VALENCIA,2019-05-17 06:08:00,2019-05-17 12:55:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-24 05:38:54,MADRID,PONFERRADA,2019-05-11 12:20:00,2019-05-11 18:52:00,LD-MD,34.35,Turista con enlace,Promo +
2019-04-13 04:23:05,SEVILLA,MADRID,2019-05-17 19:19:00,2019-05-17 21:59:00,INTERCITY,,Turista,Flexible
2019-04-27 13:59:03,MADRID,BARCELONA,2019-05-17 21:25:00,2019-05-17 23:55:00,AVE,75.4,Turista,Promo
2019-05-06 21:35:59,SEVILLA,MADRID,2019-05-20 10:45:00,2019-05-20 13:17:00,AVE,60.3,Turista,Promo
2019-04-23 18:38:14,VALENCIA,MADRID,2019-05-23 06:20:00,2019-05-23 10:36:00,INTERCITY,17.15,Turista,Promo
2019-04-16 00:14:34,SEVILLA,MADRID,2019-05-04 19:45:00,2019-05-04 22:17:00,AVE,61.45,Preferente,Promo
2019-04-23 10:43:24,MADRID,BARCELONA,2019-05-22 11:30:00,2019-05-22 14:40:00,AVE,85.1,Turista,Promo
2019-04-22 18:25:37,SEVILLA,MADRID,2019-04-24 13:40:00,2019-04-24 16:10:00,AVE,60.3,Turista,Promo
2019-04-22 09:42:26,MADRID,BARCELONA,2019-05-30 18:00:00,2019-05-30 20:30:00,AVE,127.1,Turista,Flexible
2019-04-25 21:11:33,BARCELONA,MADRID,2019-05-27 08:25:00,2019-05-27 10:55:00,AVE,100.4,Turista,Promo
2019-04-17 01:22:56,BARCELONA,MADRID,2019-05-02 20:00:00,2019-05-02 23:10:00,AVE,66.75,Turista,Promo
2019-05-01 07:25:18,MADRID,VALENCIA,2019-05-29 21:10:00,2019-05-29 23:03:00,AVE,27.8,Turista,Promo
2019-04-18 08:23:43,VALENCIA,MADRID,2019-05-23 17:30:00,2019-05-23 23:58:00,MD-LD,32.4,Turista con enlace,Promo +
2019-04-25 07:06:10,SEVILLA,MADRID,2019-05-09 07:15:00,2019-05-09 09:55:00,AVE,76.3,Turista,Flexible
2019-04-17 05:09:35,MADRID,BARCELONA,2019-04-19 17:30:00,2019-04-19 20:40:00,AVE,85.1,Turista,Promo
2019-04-21 10:25:32,SEVILLA,MADRID,2019-04-22 16:45:00,2019-04-22 19:17:00,AVE,76.3,Turista,Flexible
2019-04-23 00:46:15,BARCELONA,MADRID,2019-04-29 15:25:00,2019-04-29 17:55:00,AVE,78.8,Turista,Promo
2019-04-15 04:22:56,BARCELONA,MADRID,2019-05-08 12:00:00,2019-05-08 15:10:00,AVE,107.7,Turista,Flexible
2019-04-30 13:40:06,SEVILLA,MADRID,2019-05-15 21:00:00,2019-05-15 23:52:00,AV City,49.15,Turista,Promo
2019-04-23 16:23:36,SEVILLA,MADRID,2019-05-11 11:45:00,2019-05-11 14:17:00,AVE,76.3,Turista,Flexible
2019-05-03 19:17:38,BARCELONA,MADRID,2019-05-13 16:00:00,2019-05-13 19:10:00,AVE,107.7,Turista,Flexible
2019-04-15 04:28:43,MADRID,VALENCIA,2019-05-06 21:10:00,2019-05-06 23:03:00,AVE,27.8,Turista,Promo
2019-04-22 18:13:26,MADRID,VALENCIA,2019-05-15 16:55:00,2019-05-15 21:58:00,AVE-LD,28.05,Turista con enlace,Promo
2019-04-14 23:31:31,MADRID,BARCELONA,2019-05-21 10:30:00,2019-05-21 13:15:00,AVE,85.1,Turista,Promo
2019-04-25 09:26:32,SEVILLA,MADRID,2019-05-01 07:40:00,2019-05-01 10:05:00,AVE,53.4,Turista,Promo
2019-04-24 21:33:15,MADRID,VALENCIA,2019-05-24 11:10:00,2019-05-24 13:25:00,INTERCITY,29.9,Turista,Promo
2019-04-14 21:03:47,MADRID,VALENCIA,2019-05-30 15:10:00,2019-05-30 16:52:00,AVE,39.45,Turista,Promo
2019-05-05 01:37:13,VALENCIA,MADRID,2019-06-03 14:50:00,2019-06-03 22:30:00,REGIONAL,28.35,Turista,Adulto ida
2019-05-08 15:13:31,MADRID,BARCELONA,2019-07-02 08:00:00,2019-07-02 10:30:00,AVE,88.95,Turista,Promo
2019-04-16 02:23:43,SEVILLA,MADRID,2019-05-31 09:40:00,2019-05-31 12:23:00,AVE,60.3,Turista,Promo
2019-04-27 05:45:16,SEVILLA,MADRID,2019-04-29 19:45:00,2019-04-29 22:17:00,AVE,53.4,Turista,Promo
2019-04-18 11:18:01,VALENCIA,MADRID,2019-04-26 09:50:00,2019-04-26 16:58:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-18 20:05:09,MADRID,SEVILLA,2019-05-10 18:35:00,2019-05-10 21:08:00,ALVIA,,Turista,Flexible
2019-04-19 22:33:58,MADRID,BARCELONA,2019-05-23 20:00:00,2019-05-23 22:30:00,AVE,78.8,Turista,Promo
2019-04-16 01:25:33,VALENCIA,MADRID,2019-05-21 09:50:00,2019-05-21 17:28:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-17 07:15:33,MADRID,VALENCIA,2019-05-08 09:40:00,2019-05-08 11:24:00,AVE,39.45,Turista,Promo
2019-04-26 17:03:41,MADRID,SEVILLA,2019-05-30 19:00:00,2019-05-30 21:38:00,AVE,76.3,Turista,Flexible
2019-04-17 13:22:04,VALENCIA,MADRID,2019-06-04 09:50:00,2019-06-04 17:28:00,REGIONAL,28.35,Turista,Adulto ida
2019-05-04 17:37:28,SEVILLA,MADRID,2019-05-30 13:40:00,2019-05-30 16:10:00,AVE,60.3,Turista,Promo
2019-04-17 11:29:03,MADRID,VALENCIA,2019-06-11 12:21:00,2019-06-11 19:04:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-15 00:04:46,BARCELONA,MADRID,2019-05-27 16:00:00,2019-05-27 19:10:00,AVE,85.1,Turista,Promo
2019-04-24 04:14:00,MADRID,VALENCIA,2019-05-01 16:30:00,2019-05-01 22:47:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-25 11:09:39,BARCELONA,MADRID,2019-05-10 15:25:00,2019-05-10 17:55:00,AVE,127.1,Turista,Flexible
2019-04-19 11:31:12,SEVILLA,MADRID,2019-05-30 06:10:00,2019-05-30 08:58:00,AV City,49.15,Turista,Promo
2019-04-22 18:20:32,VALENCIA,MADRID,2019-05-04 20:15:00,2019-05-04 21:55:00,AVE,39.45,Turista,Promo
2019-05-03 15:42:18,MADRID,SEVILLA,2019-05-26 20:35:00,2019-05-26 23:15:00,AVE,53.4,Turista,Promo
2019-05-08 04:11:51,MADRID,SEVILLA,2019-05-14 09:45:00,2019-05-14 12:27:00,INTERCITY,62.2,Turista,Flexible
2019-04-20 17:23:09,MADRID,SEVILLA,2019-05-27 08:30:00,2019-05-27 11:14:00,ALVIA,,Turista,Flexible
2019-04-20 10:38:06,PONFERRADA,MADRID,2019-05-10 11:44:00,2019-05-10 16:00:00,MD-LD,54.1,Turista con enlace,Flexible
2019-05-04 13:39:06,SEVILLA,MADRID,2019-05-25 12:18:00,2019-05-25 14:56:00,ALVIA,,Turista,Promo
2019-04-27 17:31:49,MADRID,SEVILLA,2019-06-02 09:00:00,2019-06-02 11:38:00,AVE,76.3,Turista,Flexible
2019-04-20 05:09:13,MADRID,PONFERRADA,2019-05-28 14:40:00,2019-05-28 18:33:00,AVE-MD,38.75,Turista con enlace,Promo +
2019-04-30 05:02:18,BARCELONA,MADRID,2019-06-02 16:25:00,2019-06-02 18:55:00,AVE,100.4,Turista,Promo
2019-04-15 18:16:25,PONFERRADA,MADRID,2019-04-30 13:44:00,2019-04-30 19:21:00,LD,,Turista con enlace,Flexible
2019-04-15 19:03:51,BARCELONA,MADRID,2019-05-08 09:03:00,2019-05-08 18:07:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-15 07:23:08,BARCELONA,MADRID,2019-05-24 06:25:00,2019-05-24 08:55:00,AVE,81.4,Preferente,Promo
2019-04-25 03:25:10,MADRID,VALENCIA,2019-04-29 15:40:00,2019-04-29 17:22:00,AVE,66.55,Preferente,Promo
2019-04-27 01:44:59,BARCELONA,MADRID,2019-05-22 17:25:00,2019-05-22 19:55:00,AVE,127.1,Turista,Flexible
2019-04-23 13:18:44,MADRID,BARCELONA,2019-05-15 11:30:00,2019-05-15 14:40:00,AVE,75.4,Turista,Promo
2019-04-12 11:27:40,SEVILLA,MADRID,2019-04-15 18:45:00,2019-04-15 21:17:00,AVE,,Turista,Promo
2019-04-13 00:02:41,MADRID,SEVILLA,2019-05-01 21:25:00,2019-05-02 00:10:00,AV City,,Turista,Promo
2019-04-16 12:02:21,MADRID,SEVILLA,2019-05-14 15:00:00,2019-05-14 17:21:00,AVE,47.3,Turista,Promo
2019-04-21 05:27:23,MADRID,VALENCIA,2019-04-28 21:10:00,2019-04-28 23:03:00,AVE,57.75,Turista,Promo
2019-04-24 15:04:39,BARCELONA,MADRID,2019-05-07 19:00:00,2019-05-07 22:00:00,AVE,49.55,Turista,Promo
2019-05-01 19:30:11,MADRID,SEVILLA,2019-05-14 09:45:00,2019-05-14 12:27:00,INTERCITY,62.2,Turista,Flexible
2019-04-23 07:22:24,VALENCIA,MADRID,2019-05-11 08:00:00,2019-05-11 09:53:00,AVE,58.95,Preferente,Promo
2019-04-19 23:39:47,MADRID,BARCELONA,2019-05-13 07:20:00,2019-05-13 09:50:00,AVE,115.65,Preferente,Promo
2019-04-24 04:33:30,PONFERRADA,MADRID,2019-05-27 06:11:00,2019-05-27 10:15:00,ALVIA,27.9,Turista,Promo
2019-04-19 21:05:57,MADRID,SEVILLA,2019-05-13 09:45:00,2019-05-13 12:27:00,INTERCITY,62.2,Turista,Flexible
2019-04-18 00:51:58,MADRID,SEVILLA,2019-05-14 08:30:00,2019-05-14 11:14:00,ALVIA,,Turista,Promo
2019-04-12 09:07:44,MADRID,VALENCIA,2019-04-19 17:40:00,2019-04-19 19:20:00,AVE,57.75,Turista,Promo
2019-04-14 11:06:57,MADRID,BARCELONA,2019-04-28 16:00:00,2019-04-28 18:30:00,AVE,68.65,Turista,Promo
2019-05-06 11:16:49,MADRID,SEVILLA,2019-05-19 12:00:00,2019-05-19 14:32:00,AVE,69.4,Preferente,Promo
2019-04-28 05:44:07,MADRID,PONFERRADA,2019-05-10 17:30:00,2019-05-10 21:33:00,ALVIA,55.8,Turista,Flexible
2019-04-19 18:44:49,MADRID,PONFERRADA,2019-04-23 14:40:00,2019-04-23 18:33:00,AVE-MD,59.6,Turista con enlace,Flexible
2019-04-18 20:15:25,BARCELONA,MADRID,2019-05-20 08:00:00,2019-05-20 11:10:00,AVE,85.1,Turista,Promo
2019-04-30 11:19:03,BARCELONA,MADRID,2019-05-21 15:25:00,2019-05-21 17:55:00,AVE,100.4,Turista,Promo
2019-04-15 08:27:51,MADRID,VALENCIA,2019-04-25 18:40:00,2019-04-25 20:20:00,AVE,73.1,Turista,Flexible
2019-04-15 20:20:05,MADRID,VALENCIA,2019-05-25 11:55:00,2019-05-25 13:35:00,AVE,27.8,Turista,Promo
2019-04-21 22:16:21,SEVILLA,MADRID,2019-05-06 09:40:00,2019-05-06 12:23:00,AVE,76.3,Turista,Flexible
2019-04-19 08:29:16,MADRID,SEVILLA,2019-04-27 09:45:00,2019-04-27 12:27:00,INTERCITY,62.2,Turista,Flexible
2019-04-14 18:27:32,BARCELONA,MADRID,2019-04-26 07:40:00,2019-04-26 10:10:00,AVE,88.95,Turista,Promo
2019-04-21 06:31:30,MADRID,BARCELONA,2019-05-10 05:50:00,2019-05-10 08:55:00,AVE,58.15,Turista,Promo
2019-04-18 05:20:50,MADRID,BARCELONA,2019-05-28 14:00:00,2019-05-28 16:30:00,AVE,78.8,Turista,Promo
2019-04-28 07:36:33,MADRID,BARCELONA,2019-05-03 16:00:00,2019-05-03 18:30:00,AVE,68.65,Turista,Promo
2019-04-23 16:23:02,SEVILLA,MADRID,2019-05-16 10:45:00,2019-05-16 13:17:00,AVE,60.3,Turista,Promo
2019-04-29 21:33:34,SEVILLA,MADRID,2019-05-21 06:45:00,2019-05-21 09:15:00,AVE,60.3,Turista,Promo
2019-05-01 01:39:19,VALENCIA,MADRID,2019-05-15 06:38:00,2019-05-15 14:20:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-22 06:11:55,VALENCIA,MADRID,2019-04-27 14:50:00,2019-04-27 22:17:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-24 08:00:52,MADRID,VALENCIA,2019-05-03 10:40:00,2019-05-03 12:20:00,AVE,45.3,Turista,Promo
2019-05-08 17:28:16,SEVILLA,MADRID,2019-06-29 09:40:00,2019-06-29 12:23:00,AVE,53.4,Turista,Promo
2019-04-15 01:18:06,MADRID,SEVILLA,2019-05-02 09:00:00,2019-05-02 11:38:00,AVE,76.3,Turista,Flexible
2019-05-09 07:43:51,BARCELONA,MADRID,2019-06-26 15:00:00,2019-06-26 17:45:00,AVE,80.15,Turista Plus,Promo
2019-04-19 18:39:15,MADRID,SEVILLA,2019-05-25 18:00:00,2019-05-25 20:32:00,AVE,61.45,Preferente,Promo
2019-04-17 14:32:44,MADRID,VALENCIA,2019-04-18 08:40:00,2019-04-18 10:33:00,AVE,,Turista,Flexible
2019-04-17 17:28:46,SEVILLA,MADRID,2019-06-02 10:45:00,2019-06-02 13:17:00,AVE,76.3,Turista,Flexible
2019-04-20 09:32:06,VALENCIA,MADRID,2019-05-23 07:40:00,2019-05-23 09:20:00,AVE,45.3,Turista,Promo
2019-05-02 05:02:59,MADRID,SEVILLA,2019-05-23 11:00:00,2019-05-23 13:32:00,AVE,53.4,Turista,Promo
2019-04-24 07:39:22,VALENCIA,MADRID,2019-05-08 06:20:00,2019-05-08 10:36:00,INTERCITY,21.45,Turista,Promo
2019-05-07 19:33:18,SEVILLA,MADRID,2019-05-31 19:19:00,2019-05-31 21:59:00,INTERCITY,62.2,Turista,Flexible
2019-04-29 15:33:02,MADRID,SEVILLA,2019-05-23 20:35:00,2019-05-23 23:15:00,AVE,64.05,Turista Plus,Promo
2019-04-23 14:25:11,BARCELONA,MADRID,2019-04-27 08:00:00,2019-04-27 11:10:00,AVE,75.4,Turista,Promo
2019-04-19 09:06:17,BARCELONA,MADRID,2019-05-11 12:00:00,2019-05-11 15:10:00,AVE,85.1,Turista,Promo
2019-04-17 07:00:30,SEVILLA,MADRID,2019-04-25 19:15:00,2019-04-25 21:36:00,AVE,60.3,Turista,Promo
2019-05-07 07:25:08,VALENCIA,MADRID,2019-05-30 19:10:00,2019-05-30 20:50:00,AVE,33.65,Turista,Promo
2019-04-12 18:10:22,MADRID,BARCELONA,2019-05-25 11:30:00,2019-05-25 14:40:00,AVE,,Turista,Promo
2019-04-25 23:27:47,SEVILLA,MADRID,2019-05-28 12:40:00,2019-05-28 15:23:00,AVE,47.3,Turista,Promo
2019-04-24 02:10:47,MADRID,PONFERRADA,2019-05-14 22:14:00,2019-05-15 04:31:00,TRENHOTEL,45.8,Turista,Flexible
2019-04-13 11:26:56,MADRID,SEVILLA,2019-05-20 18:35:00,2019-05-20 21:08:00,ALVIA,,Turista,Flexible
2019-04-24 04:42:57,MADRID,BARCELONA,2019-05-28 07:15:00,2019-05-28 16:37:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-23 14:39:33,MADRID,PONFERRADA,2019-05-03 14:40:00,2019-05-03 18:52:00,AVE-LD,62.4,Turista con enlace,Flexible
2019-04-16 03:19:01,VALENCIA,MADRID,2019-05-10 09:00:00,2019-05-10 11:33:00,ALVIA,35.5,Turista,Promo
2019-04-16 05:30:39,MADRID,SEVILLA,2019-04-18 08:30:00,2019-04-18 11:14:00,ALVIA,,Turista,Flexible
2019-04-20 08:00:58,SEVILLA,MADRID,2019-04-27 17:45:00,2019-04-27 20:17:00,AVE,60.3,Turista,Promo
2019-04-28 15:14:11,MADRID,BARCELONA,2019-05-13 16:30:00,2019-05-13 19:15:00,AVE,90.5,Turista Plus,Promo
2019-04-12 18:02:22,SEVILLA,MADRID,2019-04-13 07:40:00,2019-04-13 10:05:00,AVE,,Turista,Flexible
2019-04-24 01:14:56,BARCELONA,MADRID,2019-04-29 17:25:00,2019-04-29 19:55:00,AVE,68.65,Turista,Promo
2019-05-08 04:42:37,MADRID,VALENCIA,2019-05-26 19:40:00,2019-05-26 21:29:00,AVE,66.55,Preferente,Promo
2019-04-14 19:27:27,MADRID,BARCELONA,2019-04-27 08:30:00,2019-04-27 11:15:00,AVE,85.1,Turista,Promo
2019-04-24 17:20:15,VALENCIA,MADRID,2019-06-09 09:50:00,2019-06-09 16:58:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-22 22:39:58,MADRID,BARCELONA,2019-05-07 09:00:00,2019-05-07 11:45:00,AVE,85.1,Turista,Promo
2019-04-14 10:29:12,MADRID,VALENCIA,2019-05-07 11:55:00,2019-05-07 13:35:00,AVE,27.8,Turista,Promo
2019-04-20 07:28:42,VALENCIA,MADRID,2019-05-05 19:15:00,2019-05-05 21:01:00,AVE,73.1,Turista,Flexible
2019-04-21 16:13:48,BARCELONA,MADRID,2019-05-24 19:25:00,2019-05-24 21:55:00,AVE,100.4,Turista,Promo
2019-05-09 01:17:57,BARCELONA,MADRID,2019-06-16 20:00:00,2019-06-16 23:10:00,AVE,85.1,Turista,Promo
2019-04-17 09:43:47,MADRID,BARCELONA,2019-05-30 08:00:00,2019-05-30 10:30:00,AVE,78.8,Turista,Promo
2019-04-30 13:04:03,BARCELONA,MADRID,2019-05-21 05:50:00,2019-05-21 08:20:00,AVE,66.75,Turista,Promo
2019-04-24 00:39:51,BARCELONA,MADRID,2019-04-30 06:05:00,2019-04-30 09:15:00,AVE,66.75,Turista,Promo
2019-04-29 01:34:15,BARCELONA,MADRID,2019-05-07 07:00:00,2019-05-07 09:30:00,AVE,127.1,Turista,Flexible
2019-04-12 18:31:31,MADRID,SEVILLA,2019-05-27 13:00:00,2019-05-27 15:40:00,AVE,,Turista,Promo
2019-04-17 11:22:54,VALENCIA,MADRID,2019-06-07 09:50:00,2019-06-07 16:58:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-16 01:29:59,MADRID,VALENCIA,2019-05-12 16:55:00,2019-05-12 21:58:00,AVE-LD,56.1,Turista con enlace,Flexible
2019-04-17 22:44:25,MADRID,SEVILLA,2019-05-20 08:30:00,2019-05-20 11:14:00,ALVIA,,Preferente,Promo
2019-04-23 08:14:49,BARCELONA,MADRID,2019-06-01 08:00:00,2019-06-01 11:10:00,AVE,75.4,Turista,Promo
2019-05-01 23:08:29,MADRID,VALENCIA,2019-05-06 09:10:00,2019-05-06 10:58:00,AVE,45.3,Turista,Promo
2019-04-28 09:37:16,SEVILLA,MADRID,2019-05-30 14:58:00,2019-05-30 17:50:00,ALVIA,,Turista,Flexible
2019-05-03 21:46:06,MADRID,BARCELONA,2019-05-20 13:25:00,2019-05-20 16:24:00,AVE-TGV,85.1,Turista,Promo
2019-04-13 14:13:02,MADRID,SEVILLA,2019-05-14 11:05:00,2019-05-14 13:41:00,ALVIA,,Turista,Promo
2019-04-21 13:01:03,MADRID,SEVILLA,2019-05-06 09:45:00,2019-05-06 12:27:00,INTERCITY,,Preferente,Flexible
2019-04-12 14:00:15,SEVILLA,MADRID,2019-05-31 20:36:00,2019-05-31 23:14:00,ALVIA,,Turista,Flexible
2019-05-05 15:43:16,MADRID,BARCELONA,2019-05-09 13:25:00,2019-05-09 16:24:00,AVE-TGV,107.7,Turista,Flexible
2019-04-18 03:43:46,MADRID,VALENCIA,2019-05-13 09:10:00,2019-05-13 10:58:00,AVE,45.3,Turista,Promo
2019-04-17 06:42:56,MADRID,BARCELONA,2019-05-26 21:25:00,2019-05-26 23:55:00,AVE,75.4,Turista,Promo
2019-04-16 20:33:21,MADRID,SEVILLA,2019-05-10 10:00:00,2019-05-10 12:32:00,AVE,76.3,Turista,Flexible
2019-04-21 18:08:56,BARCELONA,MADRID,2019-05-18 10:00:00,2019-05-18 13:10:00,AVE,85.1,Turista,Promo
2019-05-01 11:34:06,MADRID,VALENCIA,2019-05-08 15:40:00,2019-05-08 17:22:00,AVE,45.3,Turista,Promo
2019-04-26 15:16:05,VALENCIA,MADRID,2019-05-13 15:10:00,2019-05-13 17:03:00,AVE,39.45,Turista,Promo
2019-05-08 04:25:58,MADRID,BARCELONA,2019-06-15 12:30:00,2019-06-15 15:30:00,AVE,90.5,Turista Plus,Promo
2019-04-28 11:22:48,SEVILLA,MADRID,2019-05-24 17:45:00,2019-05-24 20:17:00,AVE,69.4,Preferente,Promo
2019-04-20 04:03:28,BARCELONA,MADRID,2019-05-20 16:00:00,2019-05-20 19:10:00,AVE,90.5,Turista Plus,Promo
2019-04-21 21:00:24,VALENCIA,MADRID,2019-04-30 10:40:00,2019-04-30 12:32:00,AVE,33.65,Turista,Promo
2019-04-17 05:17:46,MADRID,SEVILLA,2019-04-22 08:00:00,2019-04-22 10:32:00,AVE,69.4,Preferente,Promo
2019-04-21 18:00:49,MADRID,SEVILLA,2019-04-30 13:30:00,2019-04-30 16:05:00,ALVIA,,Turista,Flexible
2019-04-29 09:00:29,MADRID,SEVILLA,2019-05-08 08:00:00,2019-05-08 10:32:00,AVE,76.3,Turista,Flexible
2019-04-24 12:31:40,VALENCIA,MADRID,2019-06-19 14:50:00,2019-06-19 22:30:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-17 14:41:05,MADRID,BARCELONA,2019-05-27 14:00:00,2019-05-27 16:30:00,AVE,68.65,Turista,Promo
2019-04-13 11:30:40,MADRID,SEVILLA,2019-05-06 13:10:00,2019-05-06 20:51:00,MD-LD,,Turista,Promo
2019-04-16 21:31:14,BARCELONA,MADRID,2019-04-23 08:25:00,2019-04-23 10:55:00,AVE,100.4,Turista,Promo
2019-04-23 08:12:36,MADRID,BARCELONA,2019-04-29 21:25:00,2019-04-29 23:55:00,AVE,49.55,Turista,Promo
2019-04-23 17:23:41,MADRID,VALENCIA,2019-05-21 21:10:00,2019-05-21 23:03:00,AVE,21.95,Turista,Promo
2019-05-05 17:22:44,SEVILLA,MADRID,2019-05-18 16:45:00,2019-05-18 19:17:00,AVE,53.4,Turista,Promo
2019-05-07 13:13:07,MADRID,BARCELONA,2019-07-01 13:25:00,2019-07-01 16:24:00,AVE-TGV,102.15,Turista Plus,Promo
2019-04-19 05:28:05,VALENCIA,MADRID,2019-04-29 07:10:00,2019-04-29 08:51:00,AVE,57.75,Turista,Promo
2019-05-03 03:27:42,SEVILLA,MADRID,2019-05-08 10:45:00,2019-05-08 13:17:00,AVE,76.3,Turista,Flexible
2019-04-30 21:27:40,SEVILLA,MADRID,2019-05-23 20:15:00,2019-05-23 22:36:00,AVE,47.3,Turista,Promo
2019-04-27 05:40:10,PONFERRADA,MADRID,2019-05-30 06:11:00,2019-05-30 11:57:00,LD,,Turista,Promo
2019-04-19 22:32:10,MADRID,BARCELONA,2019-05-08 08:20:00,2019-05-08 11:05:00,AVE,58.15,Turista,Promo
2019-04-16 16:39:51,MADRID,BARCELONA,2019-04-23 08:00:00,2019-04-23 10:30:00,AVE,115.65,Preferente,Promo
2019-04-19 21:45:29,MADRID,BARCELONA,2019-05-19 16:00:00,2019-05-19 18:30:00,AVE,100.4,Turista,Promo
2019-04-20 20:03:46,MADRID,SEVILLA,2019-05-20 09:45:00,2019-05-20 12:27:00,INTERCITY,62.2,Turista,Flexible
2019-04-12 08:02:06,MADRID,BARCELONA,2019-05-05 16:30:00,2019-05-05 19:15:00,AVE,107.7,Turista,Flexible
2019-04-14 18:24:03,VALENCIA,MADRID,2019-05-20 16:15:00,2019-05-20 17:55:00,AVE,21.95,Turista,Promo
2019-04-30 11:03:39,MADRID,SEVILLA,2019-05-26 09:00:00,2019-05-26 11:38:00,AVE,76.3,Turista,Flexible
2019-04-26 07:28:16,MADRID,VALENCIA,2019-05-31 15:10:00,2019-05-31 17:20:00,INTERCITY,38.8,Turista,Promo
2019-04-19 14:16:54,VALENCIA,MADRID,2019-05-15 20:15:00,2019-05-15 21:55:00,AVE,33.65,Turista,Promo
2019-04-23 11:18:00,BARCELONA,MADRID,2019-04-26 15:25:00,2019-04-26 17:55:00,AVE,127.1,Turista,Flexible
2019-04-14 12:20:11,VALENCIA,MADRID,2019-05-07 14:50:00,2019-05-07 22:30:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-25 11:25:03,PONFERRADA,MADRID,2019-05-28 06:11:00,2019-05-28 10:15:00,ALVIA,27.9,Turista,Promo
2019-04-14 20:27:51,MADRID,BARCELONA,2019-04-22 12:30:00,2019-04-22 15:30:00,AVE,107.7,Turista,Flexible
2019-04-20 12:11:30,MADRID,SEVILLA,2019-05-12 09:00:00,2019-05-12 11:38:00,AVE,76.3,Turista,Flexible
2019-04-12 00:09:08,MADRID,BARCELONA,2019-05-02 17:30:00,2019-05-02 20:40:00,AVE,54.45,Preferente,Promo
2019-04-25 11:09:52,BARCELONA,MADRID,2019-05-09 14:00:00,2019-05-09 17:10:00,AVE,58.15,Turista,Promo
2019-04-22 22:31:53,MADRID,VALENCIA,2019-05-26 20:40:00,2019-05-26 22:24:00,AVE,45.3,Turista,Promo
2019-04-27 15:43:16,MADRID,SEVILLA,2019-05-16 20:35:00,2019-05-16 23:15:00,AVE,76.3,Turista,Flexible
2019-04-22 17:40:50,BARCELONA,MADRID,2019-04-29 12:50:00,2019-04-29 15:45:00,AVE-TGV,75.4,Turista,Promo
2019-04-30 01:13:16,MADRID,SEVILLA,2019-05-03 20:35:00,2019-05-03 23:15:00,AVE,79.65,Preferente,Promo
2019-05-02 13:59:52,MADRID,SEVILLA,2019-05-10 09:00:00,2019-05-10 11:38:00,AVE,76.3,Turista,Flexible
2019-04-27 09:40:23,MADRID,PONFERRADA,2019-05-19 17:30:00,2019-05-19 21:33:00,ALVIA,55.8,Turista,Flexible
2019-04-16 06:04:08,MADRID,SEVILLA,2019-05-25 13:10:00,2019-05-25 20:51:00,MD-LD,,Turista,Promo
2019-04-13 05:27:48,SEVILLA,MADRID,2019-05-31 10:45:00,2019-05-31 13:17:00,AVE,,Turista,Promo
2019-04-22 10:39:53,BARCELONA,MADRID,2019-05-05 12:00:00,2019-05-05 15:10:00,AVE,107.7,Turista,Flexible
2019-05-01 11:20:03,BARCELONA,MADRID,2019-05-23 06:25:00,2019-05-23 08:55:00,AVE,78.8,Turista,Promo
2019-04-24 23:14:16,MADRID,BARCELONA,2019-05-09 14:30:00,2019-05-09 17:21:00,AVE,75.4,Turista,Promo
