name,address,desc
Days Inn Seattle South Tukwila,"13050 48th Ave S, Seattle, WA 98168","With our long list of complimentary amenities, our hotel is here to make your stay in Seattle as comfortable and convenient  as possible. Start your visit stress-free with our courtesy airport shuttle, just a short ride away from our central location near University of Washington and the bustling downtown. If you drive into town, enjoy free parking onsite. Each morning, wake up to a complimentary breakfast to begin your day on a hearty and satisfying note. Whether you're in Seattle for business, sightseeing popular attractions in the Pacific Northwest, or visiting friends and family, our attentive staff is available 24/7 to ensure you have everything you need. Around our pet-friendly hotel, you'll have access to a seasonal outdoor swimming pool and spa tub, guest laundry facilities, a business center, and free high speed internet access everywhere you wander. Kick back and relax in a stylish and welcoming guestroom or suite with value-inspired lifestyle amenities like premium cable TV, a fridge, microwave, and beautiful furnishings."
Econo Lodge SeaTac Airport North,"13910 Tukwila International Blvd, Seattle, WA 98168","Our Econo Lodge SeaTac Airport North hotel in Seattle near the Museum of Flight, Pike Place Market and Safeco Field is easy to find, easy to book and easy on your wallet. Conveniently located off International Boulevard, this pet-friendly Seattle discount hotel gives you easy access to other local sites, activities and attractions, including: Seattle-Tacoma International Airport, Pioneer Square, Seattle Art Museum, Space Needle, Seattle University. The King County International Airport, commonly known as Boeing Field, is also nearby. We offer an experience that simplifies travel, as well as amenities that will meet your budget like: Free Easy Starts continental breakfast, Free airport transportation, Free coffee, Newsstand, Outdoor parking. When you’re ready to settle in for the night, our spacious guest rooms feature hair dryers, microwaves and refrigerators, along with free premium movie channels and more. Hate hunting for outlets when you’re at a hotel? We make it easy with convenient outlets at the night stand in every room. Make travel a little easier on everyone by staying at the Econo Lodge SeaTac Airport North. Seattle hotels like ours are an easy stop on the road where you can find a great place to stay, all at a reasonable rate."
Days Inn by Wyndham Seattle North of Downtown,"9100 Aurora Ave N, Seattle, WA 98103","Located one mile from Woodland Park Zoo and Green Lake Park. When you travel in the Pacific Northwest, be sure to stop in at our Days Inn Seattle North of Downtown hotel for convenience and value. No matter the weather, our hotel is sure to have you in a sunny mood, since it is close to attractions and activities that are fun for any traveler."
Travelodge by Wyndham Seattle North of Downtown,"8512 Aurora Ave N, Seattle, WA 98103","Close to University of Washington Medical Center and the Space Needle. Visit our Travelodge Seattle North of Downtown hotel and enjoy easy access to Green Lake. Located off I-5 just five miles north of the Space Needle, we are within close proximity of Pike Place Market and the University of Washington."
Comfort Inn & Suites,"13700 Aurora Ave N, Seattle, WA 98133","Whether you’re staying for leisure or corporate travel, this pet-friendly, newly renovated Comfort Inn & Suites®hotel near Seattle Airport will give you everything you need to make your trip a success. Amenities include: Free WiFi, Free hot breakfast, Free indoor and outdoor parking, Computer and printer in lobby, Fitness center. Guest rooms feature: Microwave and refrigerator (some rooms), Premium bedding, Sofa bed (some rooms), Coffee maker, Flat-panel TV. Ideally located near the Space Needle, Pike Place Market, Seattle Center and Shoreline Community College, this smoke-free leisure hotel near Seattle Airport is also a short distance from other attractions, including the Future of Flight Aviation Center & Boeing Tour and: University of Washington, Northgate Mall, CenturyLink Field, Woodland Park Zoo, Seattle University. Make your reservation today at the Comfort Inn & Suites hotel near Seattle Airport for a memorable stay in a great location, all at an affordable price. Don’t forget that you can earn rewards, including free nights and gift cards, with our Choice Privileges® Rewards program."
MarQueen Hotel,"600 Queen Anne Ave N, Seattle, WA 98109","Step back in time at the MarQueen Hotel where historic charm, romantic ambiance and warm personal hospitality await you. Located in the area's oldest neighborhood, our hotel in Queen Anne, Seattle offers distinctive boutique accommodations for leisure and business travelers alike. This classic brick building is characteristic of the architectural beauty the Queen Anne neighborhood exhibits around every corner. Enter through the beveled glass doors to our European-inspired lobby where a grand staircase leads to your inviting room. Start dreaming about your stay at the MarQueen Hotel in Seattle, Washington today. Everything you need is on hand at our hotel in Lower Queen Anne, Seattle. With our complimentary breakfast bar and high-speed Wi-Fi, business travelers can enjoy the most productive trip possible. The MarQueen Hotel is close by local offices in the downtown business district such as Amazon, Microsoft, Google, and the Bill & Melinda Gates Foundation."
Roy Street Commons,"621 12th Ave E, Seattle, WA 98102","Our units are micro-studios, 120 sqft (11sqm), full size bed, private bathroom, perfect for single or duo travelers. Free high speed wifi, free laundry, free breakfast daily."
Hotel Seattle,"315 Seneca St, Seattle, WA 98101","This hotel in downtown Seattle is within a 10-minute walk of Pike Place Market. The hotel offers an on-site restaurant, free Wi-Fi and a 24-hour front desk.Hotel Seattle features a private bathroom, telephone and cable TV in every guest room. Some rooms offer a refrigerator and microwave.The Seattle Art Museum is within a 5-minute walk of the Seattle Hotel. The Washington State Convention Center and the Seattle Aquarium are one-half mile away."
Columbus Motor Inn,"9613 Aurora Avenue North, Seattle, WA 98103","Featuring free WiFi throughout the property, Columbus Motor Inn offers accommodation in Seattle, 9 km from Seattle Center. All rooms are fitted with a TV with satellite channels. Some units include a seating area to relax in after a busy day. All rooms are equipped with a private bathroom equipped with a bath or shower. There is a 24-hour front desk at the property. Space Needle is 9 km from Columbus Motor Inn, while Space Needle is 9 km away. The nearest airport is Sea-Tac Airport, 29 km from the property."
Holiday Inn Express & Suites North Seattle - Shoreline,"14115 Aurora Ave N, Seattle, WA 98133","Guests of our Holiday Inn Express Hotel & Suites Seattle enjoy convenience without big city congestion. Seven miles north of downtown Seattle, our hotel's easy access to I-5 is perfect for commuting to leading businesses or simply sampling Seattle's sights and sounds. If business brings you to the ""Emerald City,"" you're not alone. The corporate headquarters of Microsoft, Starbucks, Washington Mutual and Boeing Commercial Aircraft are an easy drive of our hotel's site. And, in Seattle, WA, you'll be close to the Washington State Convention & Trade Center, as well. If you're traveling to the city for leisure, you'll be happy to know that Seattle provides many attractions that promise to make your visit memorable. Our hotel's guests in Seattle, WA love spending time along the Seattle Waterfront and enjoy Pike Place Market, Seattle Aquarium and various ferry tours among the many attractions. Just seven miles from our front door, the iconic Space Needle offers a one-of-a-kind view of Seattle, as well. Regardless of the reason for your visit, you can be sure that by choosing the Holiday Inn Express Seattle (Northgate Mall Area), WA hotel's location means you're staying smart. Our top-notch amenities, including a 24-hour business center, free, hot breakfast bar, indoor pool whirlpool and fitness center, guarantee that you will be able to focus on making the most of your stay."
Travelodge by Wyndham Seattle University,"4725 25th Ave NE, Seattle, WA 98105","Close to University Village shopping center and University of Washington. Enjoy a fun-filled Northwest vacation when you book your room at our Travelodge Seattle University hotel near Husky Stadium. Our hotel was designed with your comfort in mind, and we feature thoughtful amenities to brighten your stay."
Crown Inn Motel,"9501 Aurora Ave N, Seattle, WA 98103","Located on Highway 99, this Seattle motel is 3 miles from the Woodlawn Zoo.  It offers simply furnished rooms with free Wi-Fi. Free guest parking is available. A cable TV is featured in each air conditioned room at Crown Inn.  All guest rooms include a microwave and a fridge.  For convenience, select rooms offer kitchenettes complete with a stove top. Vending machines featuring drinks are located on-site.Within 15 minutes' drive of this motel, guests will find Central Seattle attractions such as the Space Needle, the Washington State Convention Center and Pike Place Market."
Seattle Inn Northgate,"12035 Aurora Ave N, Seattle, WA 98133","This simple motel along Washington State Route 99 is 2 miles from hiking at the 220-acre Carkeek Park and a mile from Northwest Hospital & Medical Center. Simple rooms, some with kitchenettes, in a straightforward motel offering free Wi-Fi & parking."
Marco Polo Motel,"4114 Aurora North, Seattle, WA 98103","Featuring free WiFi throughout the property, Marco Polo Motel offers accommodation in Seattle, 4 km from Seattle Center. Some units have a seating area to relax in after a busy day. Rooms are fitted with a private bathroom fitted with a bath or shower. Space Needle is 4 km from Marco Polo Motel, while Space Needle is 4.2 km away. Sea-Tac Airport is 24 km from the property."
Ballard Inn,"5300 Ballard Ave NW, Seattle, WA 98107","Historic Style with Modern Amenities. The Ballard Inn is a boutique hotel offering 16 intimate rooms designed with comfort and elegance in mind. Ballard Inn is located in the heart of the historic Ballard just steps away from some of Seattle's most popular bars and restaurants. Originally built in 1902, as the American-Scandinavian Bank, the Ballard Inn was recently restored to it's original elegance with a few modern upgrades. On the outside, the original 'Bank Building' sign is still displayed paying tribute to the rich history of the Ballard neighborhood. On the inside, the Ballard Inn features modern amenities guaranteed to make any stay comfortable and relaxing in Seattle's #1 up & coming neighborhood. "
The Loyal Inn,"2301 8th Ave, Seattle, WA 98121","As soon as you arrive at The Loyal Inn, our exceptional customer service team and comfortable accommodations will greet you. Once inside your spacious non-smoking room, you'll find all the comforts of home, including a 32-inch flat screen television, microwave and refrigerator. Eco-Friendly rooms are also available. Additional amenities at this Seattle hotel include a complimentary deluxe continental breakfast buffet each morning, relaxing spa, on-site exercise facility and a 24-hour business center. We offer guest parking for only $19.00 per night plus applicable taxes. The best of the city awaits you just outside this hotel in Seattle. From exploring famed Pike Place Market to marveling at the Space Needle® while visiting Seattle Center to catching a Seattle Seahawks or Seattle Mariners game. Everything you want to do and see in Seattle is just minutes away. While in town, try to catch one of the many annual festivals, including the Bumbershoot® and Northwest Folklife Festivals and don't forget Seattle's annual Seafair celebration. The Fred Hutchinson Cancer Research Center, Seattle Cancer Alliance, Swedish Hospital, Virginia Mason, Lake Union, University of Washington and Seattle University are also nearby. Be sure to explore the variety of unique shops, restaurants and entertainment venues in downtown Seattle. Business guests will also enjoy the Loyal Inn's close proximity to local businesses, hospitals/medical companies and corporations, including PATH, Microsoft, Amazon and Boeing and the Melinda and Bill Gates Foundation."
Kings Inn,"2106 5th Ave, Seattle, WA 98121","Kings Inn is located in downtown Seattle, just walking distance from all of the major attractions including the Space Needle and Pike Place Market. We provide free parking, free local calls, free coffee in the lobby and usites, and free wifi connection. Come and visit us in Belltown, downtown Seattle’s thriving neighborhood best known for its arts, music, dining and night scenes."
New La Hacienda Motel,"5414 1st Ave S, Seattle, WA 98108","La Hacienda Motel is a straightforward motel located just 3 miles south of downtown Seattle, 5 minutes from Safeco Field and Quest Field and 10 minutes from the Space Needle, famous Seattle landmark. The La Hacienda has 35 guestrooms with free WiFi and parking and represents great choice for those  attending a concert or sporting event in downtown Seattle."
Nites Inn Motel,"11746 Aurora Ave N, Seattle, WA 98133","Nites Inn Motel is set in the Northgate district in Seattle, 10 km from Seattle Center. Free WiFi is provided throughout the property and free private parking is available on site. Every room at this inn is air conditioned and features a TV. Some units include a seating area where you can relax. Space Needle is 10 km from Nites Inn Motel, while Sea-Tac Airport is 30 km away."
Americas Best Value Inn Shoreline / Seattle North,"14817 Aurora Ave N, Shoreline, WA 98133","Americas Best Value Inn Shoreline-Seattle North offers the most value for your money when staying for business, pleasure, or just passing through. We are located off Aurora Avenue North (US-99). We are near attractions such as Shoreline Historical Museum, Shoreline Community College, and the University of Washington. Americas Best Value Inn Shoreline-Seattle North is your best choice within the Seattle area. We offer clean spacious rooms, a 24-hour front desk, free deluxe continental breakfast, free coffee in our lobby, and free Wi-Fi. All guest rooms include a hairdryer, satellite TV, ESPN, desk with lamp, free local calls, and wake-up service. Take advantage of our extremely comfortable beds and relax while saving money year-round with our Kids Stay Free Policy (11 and under in parent's room). Our hotel is completely non-smoking. Sorry pets are not allowed. We offer ideal accommodations and location whether you are in town for entertainment, sightseeing, or simply passing through on your way to Portland or Vancouver. At Americas Best Value Inn Shoreline-Seattle North our goal is to provide our guests a great experience, not just a place to stay. At Americas Best Value Inn Shoreline-Seattle North, We've Got You Covered from the time you hit the road until your head hits the pillow."
Knights Inn Tukwila,"14110 Tukwila International Blvd, Tukwila, WA 98168","Located less than two miles from Seattle-Tacoma International Airport, our Knights Inn Sea Tac Airport in Tukwilla is perfect for a Puget Sound stay or stopover. The hotel is at the junction of I-5 and I-405, just 15 minutes from the water, and near the Museum of Flight."
Extended Stay America - Seattle - Northgat,"13300 Stone Ave N, Seattle, WA 98133",Welcome to Extended Stay America - Seattle - Northgate. Our hotel is designed especially for longer stays with studios featuring fully equipped kitchens and plenty of work space… amenities you won't find in a typical hotel room. Please note: all rooms in this hotel are non-smoking.
University Motel Suites,"4731 12th Ave NE, Seattle, WA 98105","The University Motel Suites would like to invite you to enjoy one of our spacious Suites. Each of our 21 guest Suites provide the type of space and comfort that our guests have come to enjoy. All our Suites are a roomy 650 square feet. Each Suite includes a large living room, a separate bedroom with spacious closets, a dining area, a full bath, and complete kitchen facilities which makes the University Motel Suites a great choice for your home away from home. At the University Motel Suites each of our spacious Suites comes equipped with its own air conditioning, cable TV, telephone, and free wi-fi. The Suites come with one to three queen beds to accomodate either the single traveler or a family. There are laundry facilities for our guests to use and a free parking garage located under our building. The University Motel Suites is located in a quiet district away from noisy streets, yet just five blocks from the University of Washington and only two blocks to shopping, theatres, restaurants and public transportation. We are also a five minute drive to the University of Washington Medical Center and The Children's Hospital. We are situated in the geographic center of Seattle and near the I-5 freeway for quick access to any part of the city or suburbs."
Graduate Seattle,"4507 Brooklyn Ave NE, Seattle, WA 98105","Graduate Seattle  is more than just a place to lay your head. While you’re with us, climb up to the rooftop bar, Mountaineering Club for the best views of the city and take a bite of  our famous breakfast sandos at Poindexter Coffee. We’re the perfect spot for Huskies – and their dogs! Pets stay free at Graduate Hotels. Our historic 1930s Art Deco digs, just a ten-minute stroll to UW’s campus, sits proudly in Seattle’s University District. Purple pride runs deep in the lush lobby, inviting Huskies past and present. Over 36 feet of plaidly clad sofas ease up to a communal coffee table warmly perched fireside. An installation of seashell mobiles dances above, an amped up wall invites conversation and jewel toned rooms wink at our storied past. High above, our scenic rooftop bar serves up hues and mountain views of the inspired landscape."
Econo Lodge Renton-Bellevue,"4710 Lake Washington Blvd NE, Renton, WA 98056","Conveniently located off Interstate 405, our smoke-free Renton discount hotel is just minutes away from all the must-see attractions of Seattle and Bellevue like the Seahawks training camp, Renton Landing, Boeing Renton Factory and the Cougar Mountain Regional Wildland Park, plus: Space Needle, Pike Place Market, Seattle, Aquarium, Woodland Park Zoo, Virginia Mason Athletic Center. Several corporations can be found throughout the area, such as Amazon and Microsoft. You can also easily get to the Seattle-Tacoma International Airport, downtown Seattle and Seward Park. We offer a great experience that simplifies travel, as well as amenities that will meet your budget such as free WiFi and:  Free Easy Starts continental breakfast, Seasonal outdoor pool, Business center, Guest laundry facilities. When you’re ready to settle in for the night, our spacious guest rooms feature desks and refrigerators, along with free premium movie channels and more. Hate hunting for outlets when you’re at a hotel? We make it easy with convenient outlets at the night stand in every room. Select rooms come with hair dryers and microwaves. Make travel a little easier on everyone by staying at the Econo Lodge Renton-Bellevue. Renton hotels like ours are an easy stop on the road where you can find a great place to stay, all at a reasonable rate."
Chittenden House Bed and Breakfast,"5649 47th Ave SW, Seattle, WA 98136","Just ten minutes from downtown Seattle, Chittenden House Bed and Breakfast is located in the heart of beautiful West Seattle. Come relax and enjoy the quiet and serenity of West Seattle away from the hustle and bustle of downtown. Visit Alki Beach and Lincoln Park – both just minutes away when you stay at our West Seattle Bed and Breakfast. Chittenden House is a European style Bed and Breakfast located in a 1926 Craftsman home. The accommodations are romantic and timeless, and the service is friendly and attentive. Relax  on our back deck or sit in our beautiful gardens or “sun room” area after a busy day of sightseeing or shopping.  Pay special attention to the Fairy Garden, you never know what you may see! We’ve also created a Garden Getaway, a lovely garden structure that is the perfect cozy escape to take your tea and favorite book."
Emerald Motel,"12045 Aurora Ave N, Seattle, WA 98133","Emerald Motel Seattle is located in the Northgate district in Seattle, 11 km from Seattle Center. Free private parking is available on site.Each room at this motel is air conditioned and has a flat-screen TV. Every room has a private bathroom equipped with a bath or shower. Emerald Motel features free WiFi .There is a 24-hour front desk at the property. Space Needle is 11 km from Emerald Motel Seattle, while Pike Place Market is 12 km from the property. Sea-Tac Airport is 31 km away."
Stay Alfred on 4th Avenue,"2201 4th Ave, Seattle, WA 98121","Located in the heart of Belltown, Stay Alfred on 4th Avenue puts excellent dining, unique local shops and vibrant nightlife right outside your door. And many of Seattle’s most popular attractions – including The Space Needle, Pike Place Market, Seattle Art Museum and the Pacific Science Center – are less than a 15-minute walk away. Come home to a cozy apartment with oversized windows and great views, plus a clubhouse and a 24-hour fitness center. You won’t find better digs for launching your Emerald City adventures! Open your windows and listen to the breeze rustle through the evergreens and mature maples in the courtyard. Entertain on the second-story sundeck with grill. From its stylish brick exterior and treed courtyard to its handsome interior decor, Stay Alfred on 4th is a peaceful city oasis."
Silver Cloud Hotel - Seattle Stadium,"1046 1st Ave S, Seattle, WA 98134","The Silver Cloud Hotel Seattle – Stadium is located directly across the street from Safeco Field, home of the Seattle Mariners, and next to CenturyLink Field & Event Center, home of the Seattle Seahawks. This is the perfect Seattle, WA hotel for sports fans, tradeshow attendees, or anyone just wanting to experience the energy of this historic Seattle district. The hotel is walking distance to Pioneer Square, which features fine restaurants, shopping and galleries. The Seattle Waterfront, Seattle Aquarium, Port of Seattle, and downtown Seattle, WA are just minutes away. Silver Cloud Hotel – Stadium features Jimmy’s On First, an upscale yet casual restaurant and bar. We also offer free shuttle service to and from all Seattle cruise ship terminals."
Renaissance Seattle Hotel,"515 Madison St, Seattle, WA 98104","Experience the Renaissance Seattle Hotel, a stylish hotel in downtown Seattle and one of the hotels conveniently located near CenturyLink and Safeco Fields, Pike Place Market, and upscale shopping. Our Seattle, Washington hotel eliminates travel stress thanks to easy access to major freeways and Sea-Tac International Airport. Unwind in spacious, guest rooms with stunning views of Puget Sound, the mountains and city skyline. From colorful paintings by local artists displayed in the lobby to a fully-equipped fitness center and high-speed Internet, our downtown Seattle hotel amenities outshine the rest. Bring a furry travel companion along to keep you company at one of the top pet-friendly hotels Seattle has to offer. Book your next event at our state-of-the-art 28th floor event space, and discover how our Seattle Marriott hotel seamlessly combines style, comfort and technology into an unforgettable urban retreat. Stylish AAA Four Diamond accommodations and amenities within equal walking distance to Pike Place Market and CenturyLink Field. With a full fitness center and high-speed Internet, our Seattle pet-friendly hotel is welcoming retreat for the whole family. Unwind at our conveniently located downtown hotel featuring renovated guest rooms."
The Baroness Hotel,"1005 Spring St, Seattle, WA 98104","On a budget in Seattle or looking for something different? The historic charm and ""home away from home"" atmosphere of The Baroness will be sure to make you feel like one of the family. Conveniently located on First Hill, we are proud to be part of the Virginia Mason Hospital campus and only minutes from Harborview Medical Center and Swedish Hospital. The Baroness Hotel is a great option for short or long term medical, patient or family stays. Whether you are visiting the area's world-class medical facilities or on a budget vacation, our goal is to ensure a wonderful stay. Guest Amenities: Complimentary Internet access, Two twin, one or two queen studios with mini fridge and microwave, Two twin or one queen suites with full kitchens, Laundry facilities available, Flat screen cable television with HBO, Complimentary local calls, Ice and vending machines located in the lobby, Coffee maker and hairdryers in all guestrooms, Room service available seven days a week from the Rhododendron Cafe, Limited wheelchair accessibility, Guest library and business center, Printing & fax services available, 100% non-smoking and pet free, Rooms are not air conditioned - fans are available, Self-parking available at Virginia Mason hospital for a fee."
Kimpton Palladian Hotel,"2000 2nd Ave, Seattle, WA 98121","Located on the seam of Belltown and the retail core, the 97-room Kimpton Palladian Hotel is within walking distance of landmarks like Pike Place Market, the waterfront, and Seattle’s best new restaurants, live music venues, cafés, and boutiques. When you’re not exploring, your home base is a 1910 landmark reinvented in a masculine-chic style with luxe amenities, edgy design elements, and contemporary furnishings that reflect Belltown’s hip heritage. You’ll also find a heralded seafood restaurant in Shaker + Spear, a speakeasy-style social lounge called Pennyroyal, and a lobby you won’t soon forget. The Palladian beckons today’s tech titans and tastemakers."
Panama Hotel and Tea House,"605 S Main St, Seattle, WA 98104","Welcome to Seattle and stay in  National Historic Landmark building, stay in Panama Hotel. The Panama Hotel was designated a National Treasure by the National Trust For Historic Preservation – one of only 60 in the United States."
Four Points by Sheraton Downtown Seattle Center,"601 Roy St, Seattle, WA 98109","Where the Action Is. The Four Points by Sheraton Downtown Seattle Center is close to all the city's hotspots and a few minutes from the famed monorail. You can walk to the Space Needle, Pike Place Market, and great restaurant and shopping districts. We also make it easy to drive around, with secure garage parking and nearby highways. Everything You Need. Our business center has free High Speed Internet Access so you can stay busy, and the fitness center is open 24 hours a day. Enjoy a great meal by our cozy fireplace or a tasty drink at the bar. And we have a 529-square-foot event room and a courtyard for any meeting or event you have in mind. Space Needle Views. Choose from our 158 guest rooms and suites, featuring a king or double Four Points by Sheraton Four Comfort Beds™. You'll get plenty of free extras, like Showtime on a 42” Flat Screen Television and in-room coffee and tea."
"Loews Hotel 1000, Seattle","1000 1st Ave, Seattle, WA 98104","Located at the intersection of 1000 First Avenue and Madison Street, Loews Hotel 1000, Seattle is ideally situated just steps from the waterfront along Elliott Bay, and one of the most conveniently placed hotels in the Waterfront district near Pike Place Market, Seattle Art Museum, and the bustling shopping and business districts. 120 luxury guestrooms and water view suites, 7,200 square feet of indoor and outdoor stylish meeting space, All Water Seafood & Oyster Bar, Full-service luxury Spa, Golf Simulator and Game Room, Complimentary Wi-Fi in every guestroom, and in public spaces, US News & World Report Travel Top 10 Best Hotels in Washington - 2018, Flavor Seattle brings an authentically local culinary experience directly to you on property."
Quality Inn & Suites Seattle Center,"618 John St, Seattle, WA 98109","Get your money's worth at the Quality Inn & Suites Seattle Center hotel in Seattle, WA near Seattle Aquarium, Woodland Park Zoo, Century Link Stadium and Seattle Underground Tour in Pioneer Square. This Seattle hotel near Safeco Field is perfect for your Washington State vacation, as the Seattle Monorail is mere steps from our door, giving you easy access to the central business district, luxury shopping, delicious restaurants, coffee houses, galleries and Seattle’s vibrant nightlife. You can easily explore Seattle’s top attractions and landmarks, including the Port of Seattle and: Space Needle, Pike Place Market, Seattle Center, University of Washington, Washington State Convention Center. You can host your next event in our 75-person meeting room, and for your convenience, copy and fax services are available. As our valued guest, you can also enjoy such amenities as: Free hot breakfast buffet, Free WiFi, Shuttle service available (small fee applies), Fitness center, Free coffee. Relax in our inviting guest rooms, all of which feature a flat-screen HDTV with more than 200 channels including HBO and NFL ticket, coffee maker, safe, iron and ironing board. Select suites also offer a kitchenette. Enjoy spectacular views of the gorgeous Seattle skyline and harbor from your room. Guest laundry service is available."
EVEN Hotel Seattle - South Lake Union,"527 Fairview Ave N, Seattle, WA 98109","Stay well at theEVEN Hotel Seattle South Lake Union. We are the first of its kind in Seattle and conveniently located across from the Lake Union waterfront. With easy access to several major corporate offices, we are only steps away from Amazon Headquarters, Fred Hutchinson Cance. Step outside EVEN Hotels in Seattle and enjoy easy access to the Space Needle, MOPOP, Pike Place Market, cruise terminals and beautiful Lake Union. Whether you’re traveling for business or leisure, you won’t have to compromise your wellness routine. As a member of the IHG family of brands and the first EVEN® Hotel in Seattle, we're designed to help our guests maintain a healthy lifestyle while traveling. Keep active with in-room fitness zones for private workouts and eat well with our selection of healthy food and beverage options, including made to order smoothies and Grab ‘n’ Go meals. Accomplish more with free Wi-Fi and mobile furnishings that give you the flexibility you need to be your most productive-self. You’ll rest easy with spa-inspired showers, signature bath products and all-natural eucalyptus linens. Start and end your day with EVEN Hotel Seattle, as we provide you with the essentials for your healthy lifestyle matched with a level of genuinely personable customer service unlike any other in hospitality today."
Hotel Theodore,"1531 7th Ave, Seattle, WA 98101","Welcome to Hotel Theodore, a luxury hotel in downtown Seattle that honors the city’s long tradition of makers, builders, and doers. We’re proud to provide our guests with an authentic Emerald City experience—one that values the hand-crafted and custom-tailored over the mass-produced. Each of our rooms and suites offers travelers an inspiring respite in the heart of one of America’s most dynamic cities. A museum-curated collection of art and artifacts brings the innovative spirit of Seattle into Hotel Theodore, while playful amenities, thoughtful programming, and regional cuisine reflect attention to the needs and desires of today’s travelers, delivering only-in-Seattle experiences. Hotel Theodore’s central location in downtown Seattle—at the intersection of 7th Avenue and bustling Pine Street—puts guests within easy reach of the city’s legendary attractions. The art museums, cafés, boutiques, and restaurants that make downtown Seattle the cultural hub of the Pacific Northwest are all close at hand. Pike Place Market and beloved Seattle neighborhoods like Capitol Hill are a short walk away, and within a few minutes by car, guests can reach iconic Seattle points of interest like the Space Needle and the ferries bound across the gorgeous Puget Sound. Just beyond the city, the region’s pristine wilderness and parklands beckon nature lovers and adventurers as well. Our rooms and suites offer an inspiring stay in the heart of downtown Seattle. Rest easy by enjoying our heavenly beds, custom furnishings, and signature amenities, then soak up the city’s indelibly innovative spirit through local artifacts curated by the Museum of History and Industry. Put yourself inside Seattle’s rich living traditions with a stay at Hotel Theodore."
Hotel Hotel,"3515 Fremont Ave N, Seattle, WA 98103","Hotel Hotel Hostel is a small hostel with big flavor. Located in the quirky art community of Fremont in Seattle, this hostel hood provides everything you need from great food spots, bars ‘n pubs, outdoor fun, art, iconic live music, festivals and so much more. At Hotel Hotel we also provide free Wi-Fi, a full kitchen, beautiful bathrooms, free breakfast, all bed linens, and simple, great service with a smile. Enjoy our TV room and the use of our fully equipped kitchen, Each night stay includes a complimentary breakfast, free bed linens, and Wi-Fi access, All bedding is included with room rates! Towels are $2 for guests staying in dorm rooms, and two towels are included for private rooms, Special accommodations are available at a discounted rate for traveling families. Our family room includes a bunk bed for two kiddos, a king bed for parents, and an en-suite bathroom."
Silver Cloud Hotel - Seattle Broadway,"1100 Broadway, Seattle, WA 98122","Located in the trendy Capitol Hill neighborhood, the Silver Cloud Hotel Seattle – Broadway is directly across the street from Seattle University and Swedish Medical Center. Our hotel near downtown Seattle is designed with both the business and leisure traveler in mind; all rooms include complimentary high-speed wired and wireless Internet access, microwaves, and refrigerators. Our Capitol Hill hotel also features a fitness facility and business center. With downtown Seattle only nine blocks away, the local area shuttle can take you to some of the city’s finest restaurants, shopping and theaters in just minutes. In addition, be sure to stop by the city’s bustling Pike Place Market during your stay. The Silver Cloud Hotel Seattle – Broadway is proud to present our restaurant Jimmy’s on Broadway. Building on the success of Jimmy’s on First at our Stadium property, Jimmy’s on Broadway offers the same energetic atmosphere and culinary experience featuring full-service breakfast, lunch and dinner seven days a week."
Residence Inn by Marriott Seattle Downtown/Lake Union,"800 Fairview Ave N, Seattle, WA 98109","Our Downtown Seattle Marriott hotel is the premier extended-stay hotel in the heart of Seattle, WA. Step outside of our Seattle hotel and enjoy access to popular attractions including Pike Place Market, the Space Needle and Safeco Field. Our WA, hotel is also near Smith Cove cruise terminal, Amazon Campus, Boeing and the Fred Hutchinson Cancer Research Center. Enjoy local fare, beer and wines at the True North Taproom located on site. The Residence Inn Seattle Downtown Lake Union is an extended stay hotel providing spacious suites with free wireless internet and fully-equipped kitchens. Located on beautiful Lake Union near Downtown Seattle, our extended stay hotel is minutes from Washington State Convention Center. Start your day with a complimentary hot breakfast buffet. Your furry friends are also welcome to join you during your stay in one of our Seattle hotel suites. The Residence Inn Lake Union is your home."
Mediterranean Inn,"425 Queen Anne Ave N, Seattle, WA 98109","Mediterranean Inn is one block west of the Key Arena and the Space Needle. Our beautifully appointed guest rooms capture the warmth of the Mediterranean, all including kitchenettes, and windows that open for fresh northwest air, with views ranging from the quiet of our interior courtyard to various views of the city and sound."
Executive Inn By The Space Needle,"200 Taylor Ave N, Seattle, WA 98109","Situated a stones throw from the Seattle Center, the Executive Inn is a great place to stay for leisure and business guests alike. Executive Inn is located in the shadow of the Space Needle with the Olympic Mountains in the background. Our hotel is near the Seattle Center, the Museum of Pop Culture, Pacific Science Center, and a host of local attractions. This makes our hotel the ideal place to stay for leisure and business guests, alike. Our guests enjoy top-notch service, modern in-room amenities, and relaxing surrounds. After a long day catching tours, meetings downtown, or the breathtaking sunset over Puget Sound, relax in your well-appointed room or dine in our restaurant. Hosting an event in Seattle? We have an event space for corporate and private gatherings and catering service for up 250 guests. From boardroom to ballroom, we’ll make sure you find the perfect venue for your event. We’re one of the few hotels with a close view of the Space Needle and budget-friendly room and parking rates. Not only that, we offer a long list of facilities to make your stay enjoyable, like our fitness center, 24/7 laundry, business center."
